inventory_id,product_id,brand,available_stock,warehouse,restock_date,stock_status
INV8404391,P634410,Brand_33,440,Bangalore FC,,In Stock
INV6660582,P849233,Brand_40,354,Bangalore FC,,In Stock
INV6980716,P030216,Brand_32,153,Pune FC,,In Stock
INV8342393,P885007,Brand_25,448,Pune FC,,In Stock
INV3196031,P179220,Brand_8,136,Hyderabad FC,,In Stock
INV5963514,P427528,Brand_29,443,Mumbai FC,,In Stock
INV5691566,P289825,Brand_13,348,Mumbai FC,,In Stock
INV6314036,P190174,Brand_45,0,Hyderabad FC,2026-03-07,Out of Stock
INV9759927,P559165,Brand_11,458,Bangalore FC,,In Stock
INV8303645,P355653,Brand_34,61,Chennai FC,,In Stock
INV6060843,P036017,Brand_15,233,Mumbai FC,,In Stock
INV2542854,P353764,Brand_37,55,Bangalore FC,,In Stock
INV5740416,P372144,Brand_16,213,Pune FC,,In Stock
INV4436064,P893085,Brand_34,111,Hyderabad FC,,In Stock
INV8214050,P967788,Brand_18,411,Chennai FC,,In Stock
INV2664133,P967409,Brand_24,240,Pune FC,,In Stock
INV1000820,P867023,Brand_30,145,Hyderabad FC,,In Stock
INV6138827,P048772,Brand_45,430,Pune FC,,In Stock
INV1252857,P640810,Brand_26,1,Pune FC,2026-03-06,Low Stock
INV5557296,P397655,Brand_43,369,Mumbai FC,,In Stock
INV9308227,P787370,Brand_1,419,Hyderabad FC,,In Stock
INV8618202,P466034,Brand_47,425,Pune FC,,In Stock
INV3383605,P321591,Brand_24,163,Pune FC,,In Stock
INV9810289,P116373,Brand_17,140,Hyderabad FC,,In Stock
INV1685726,P931377,Brand_50,47,Hyderabad FC,2026-04-16,Low Stock
INV2917234,P228032,Brand_34,392,Hyderabad FC,,In Stock
INV2819948,P612543,Brand_12,455,Bangalore FC,,In Stock
INV5946141,P159461,Brand_31,214,Pune FC,,In Stock
INV1441593,P804007,Brand_2,57,Bangalore FC,,In Stock
INV1999059,P793490,Brand_12,484,Pune FC,,In Stock
INV7731696,P147043,Brand_20,493,Mumbai FC,,In Stock
INV3958520,P798826,Brand_46,220,Delhi FC,,In Stock
INV9051520,P931040,Brand_29,375,Mumbai FC,,In Stock
INV4092373,P830071,Brand_3,493,Chennai FC,,In Stock
INV8891155,P697385,Brand_3,15,Pune FC,2026-04-09,Low Stock
INV8747184,P158452,Brand_11,415,Chennai FC,,In Stock
INV3958484,P544367,Brand_15,126,Delhi FC,,In Stock
INV5867136,P753821,Brand_26,348,Hyderabad FC,,In Stock
INV2716048,P469868,Brand_13,145,Mumbai FC,,In Stock
INV3824241,P292932,Brand_38,191,Pune FC,,In Stock
INV1690605,P342308,Brand_28,66,Chennai FC,,In Stock
INV7792977,P729674,Brand_11,4,Bangalore FC,2026-04-06,Low Stock
INV5753736,P043521,Brand_46,181,Mumbai FC,,In Stock
INV2502451,P973485,Brand_30,280,Pune FC,,In Stock
INV8438415,P879505,Brand_43,202,Mumbai FC,,In Stock
INV7196843,P509781,Brand_2,171,Pune FC,,In Stock
INV8680386,P965824,Brand_33,233,Bangalore FC,,In Stock
INV4667390,P462381,Brand_7,81,Delhi FC,,In Stock
INV6298497,P977906,Brand_46,490,Pune FC,,In Stock
INV4678565,P069387,Brand_5,285,Mumbai FC,,In Stock
INV3310285,P247579,Brand_7,235,Pune FC,,In Stock
INV1322208,P321097,Brand_23,240,Pune FC,,In Stock
INV8674374,P603595,Brand_2,426,Hyderabad FC,,In Stock
INV7671701,P318417,Brand_7,177,Delhi FC,,In Stock
INV8337085,P013324,Brand_7,172,Mumbai FC,,In Stock
INV8596663,P515213,Brand_40,262,Pune FC,,In Stock
INV3461224,P606690,Brand_44,2,Chennai FC,2026-04-12,Low Stock
INV7179587,P552979,Brand_24,424,Mumbai FC,,In Stock
INV7361975,P030526,Brand_36,343,Pune FC,,In Stock
INV2372224,P340446,Brand_10,474,Mumbai FC,,In Stock
INV4165198,P550357,Brand_33,373,Bangalore FC,,In Stock
INV5150344,P739198,Brand_1,78,Chennai FC,,In Stock
INV3019414,P740017,Brand_24,246,Mumbai FC,,In Stock
INV5973895,P191951,Brand_10,363,Delhi FC,,In Stock
INV3779823,P310345,Brand_28,63,Chennai FC,,In Stock
INV1759466,P766528,Brand_32,171,Chennai FC,,In Stock
INV2690836,P228518,Brand_43,78,Pune FC,,In Stock
INV9539705,P979986,Brand_40,84,Chennai FC,,In Stock
INV1618639,P838197,Brand_23,58,Hyderabad FC,,In Stock
INV4621935,P000556,Brand_30,453,Bangalore FC,,In Stock
INV3780463,P882243,Brand_26,217,Chennai FC,,In Stock
INV2923553,P091030,Brand_37,420,Chennai FC,,In Stock
INV5742730,P173324,Brand_41,451,Bangalore FC,,In Stock
INV3034064,P488552,Brand_45,132,Hyderabad FC,,In Stock
INV6896956,P097595,Brand_2,263,Hyderabad FC,,In Stock
INV8909263,P358082,Brand_42,230,Pune FC,,In Stock
INV5177049,P102315,Brand_33,391,Bangalore FC,,In Stock
INV1145593,P680162,Brand_17,213,Bangalore FC,,In Stock
INV1552332,P403994,Brand_14,467,Mumbai FC,,In Stock
INV6698119,P660308,Brand_20,221,Pune FC,,In Stock
INV4511919,P935774,Brand_24,211,Mumbai FC,,In Stock
INV4860509,P547081,Brand_20,158,Pune FC,,In Stock
INV7282679,P079566,Brand_2,353,Pune FC,,In Stock
INV4356006,P644986,Brand_13,338,Mumbai FC,,In Stock
INV5271701,P405774,Brand_38,74,Mumbai FC,,In Stock
INV6538130,P054816,Brand_45,394,Hyderabad FC,,In Stock
INV7780974,P581403,Brand_30,331,Delhi FC,,In Stock
INV6484326,P697948,Brand_46,481,Bangalore FC,,In Stock
INV1347682,P692352,Brand_26,350,Delhi FC,,In Stock
INV3953503,P783054,Brand_26,237,Bangalore FC,,In Stock
INV1945304,P913015,Brand_29,178,Hyderabad FC,,In Stock
INV7231864,P274146,Brand_27,163,Chennai FC,,In Stock
INV5168594,P769231,Brand_24,59,Chennai FC,,In Stock
INV1806224,P706936,Brand_2,234,Mumbai FC,,In Stock
INV1766002,P385725,Brand_27,391,Hyderabad FC,,In Stock
INV3242533,P128687,Brand_40,364,Delhi FC,,In Stock
INV5876263,P577476,Brand_28,209,Pune FC,,In Stock
INV5277907,P404311,Brand_7,304,Bangalore FC,,In Stock
INV9839632,P863145,Brand_7,232,Hyderabad FC,,In Stock
INV2332458,P423310,Brand_50,8,Hyderabad FC,2026-02-22,Low Stock
INV5138383,P180020,Brand_43,79,Bangalore FC,,In Stock
INV8339713,P939786,Brand_33,362,Mumbai FC,,In Stock
INV1830638,P964909,Brand_37,287,Pune FC,,In Stock
INV4033261,P008422,Brand_23,147,Pune FC,,In Stock
INV4040846,P129299,Brand_44,172,Chennai FC,,In Stock
INV8713751,P773488,Brand_24,108,Chennai FC,,In Stock
INV3691708,P535915,Brand_11,155,Pune FC,,In Stock
INV4698678,P991424,Brand_39,189,Mumbai FC,,In Stock
INV3950066,P501323,Brand_24,304,Mumbai FC,,In Stock
INV8240335,P962334,Brand_26,448,Hyderabad FC,,In Stock
INV5321765,P387519,Brand_49,12,Chennai FC,2026-04-07,Low Stock
INV2990663,P501292,Brand_15,232,Pune FC,,In Stock
INV9756699,P956190,Brand_21,199,Pune FC,,In Stock
INV6029508,P345007,Brand_38,171,Delhi FC,,In Stock
INV8314921,P051616,Brand_23,73,Pune FC,,In Stock
INV1792037,P065246,Brand_15,32,Bangalore FC,2026-03-12,Low Stock
INV3767472,P611075,Brand_12,210,Hyderabad FC,,In Stock
INV3794290,P497409,Brand_32,477,Bangalore FC,,In Stock
INV9198125,P980975,Brand_33,480,Pune FC,,In Stock
INV4625949,P628406,Brand_45,471,Pune FC,,In Stock
INV4488769,P766730,Brand_33,122,Pune FC,,In Stock
INV9774857,P703503,Brand_42,80,Chennai FC,,In Stock
INV2679140,P248741,Brand_49,44,Mumbai FC,2026-04-14,Low Stock
INV1974773,P341577,Brand_42,3,Hyderabad FC,2026-03-15,Low Stock
INV4161209,P922417,Brand_30,338,Pune FC,,In Stock
INV6792885,P559177,Brand_48,66,Hyderabad FC,,In Stock
INV6481860,P713285,Brand_26,160,Bangalore FC,,In Stock
INV5701661,P969199,Brand_15,473,Mumbai FC,,In Stock
INV8252605,P559165,Brand_11,475,Chennai FC,,In Stock
INV4567812,P388928,Brand_14,96,Bangalore FC,,In Stock
INV5327406,P131433,Brand_20,242,Mumbai FC,,In Stock
INV4668122,P138102,Brand_7,327,Pune FC,,In Stock
INV7409569,P184277,Brand_6,314,Mumbai FC,,In Stock
INV6189972,P976006,Brand_34,143,Pune FC,,In Stock
INV3470130,P362474,Brand_49,237,Pune FC,,In Stock
INV1229966,P651945,Brand_26,297,Mumbai FC,,In Stock
INV3169821,P693407,Brand_1,473,Chennai FC,,In Stock
INV6502131,P132746,Brand_46,16,Hyderabad FC,2026-04-16,Low Stock
INV7281238,P965511,Brand_28,286,Delhi FC,,In Stock
INV7312240,P169176,Brand_35,120,Delhi FC,,In Stock
INV2327101,P653330,Brand_33,387,Hyderabad FC,,In Stock
INV5672742,P907812,Brand_35,290,Mumbai FC,,In Stock
INV6526675,P656990,Brand_31,326,Delhi FC,,In Stock
INV8967912,P079566,Brand_2,319,Bangalore FC,,In Stock
INV4270549,P694365,Brand_43,34,Bangalore FC,2026-03-21,Low Stock
INV7484422,P701556,Brand_6,132,Bangalore FC,,In Stock
INV7197373,P316069,Brand_41,31,Pune FC,2026-03-16,Low Stock
INV4753845,P136355,Brand_45,333,Bangalore FC,,In Stock
INV3378606,P426629,Brand_36,47,Delhi FC,2026-02-28,Low Stock
INV6219240,P556049,Brand_47,18,Chennai FC,2026-04-09,Low Stock
INV9776349,P993680,Brand_48,62,Delhi FC,,In Stock
INV6144558,P871548,Brand_12,131,Pune FC,,In Stock
INV7495353,P259054,Brand_30,330,Hyderabad FC,,In Stock
INV6305020,P555133,Brand_29,287,Mumbai FC,,In Stock
INV4961957,P967832,Brand_34,268,Hyderabad FC,,In Stock
INV9665634,P565017,Brand_19,321,Pune FC,,In Stock
INV9063239,P513167,Brand_35,47,Mumbai FC,2026-02-25,Low Stock
INV1109962,P672837,Brand_42,79,Chennai FC,,In Stock
INV8746864,P563959,Brand_19,158,Pune FC,,In Stock
INV3550723,P945869,Brand_43,304,Bangalore FC,,In Stock
INV4256525,P134493,Brand_24,106,Delhi FC,,In Stock
INV4896442,P297278,Brand_44,444,Hyderabad FC,,In Stock
INV2194865,P675680,Brand_11,424,Delhi FC,,In Stock
INV8171755,P921145,Brand_32,156,Delhi FC,,In Stock
INV2031956,P346196,Brand_22,289,Pune FC,,In Stock
INV3097800,P149348,Brand_40,126,Mumbai FC,,In Stock
INV4756724,P411104,Brand_34,342,Bangalore FC,,In Stock
INV4223212,P755419,Brand_12,158,Hyderabad FC,,In Stock
INV2422439,P849944,Brand_31,73,Mumbai FC,,In Stock
INV9339179,P333440,Brand_32,251,Pune FC,,In Stock
INV7136188,P936605,Brand_4,478,Bangalore FC,,In Stock
INV3680068,P252066,Brand_42,6,Chennai FC,2026-03-29,Low Stock
INV4796115,P429579,Brand_22,380,Pune FC,,In Stock
INV8251749,P588545,Brand_5,48,Delhi FC,2026-04-11,Low Stock
INV3477287,P661489,Brand_22,168,Pune FC,,In Stock
INV3164010,P831555,Brand_49,121,Hyderabad FC,,In Stock
INV7900754,P627351,Brand_44,309,Mumbai FC,,In Stock
INV9925925,P947759,Brand_34,185,Delhi FC,,In Stock
INV7048130,P359239,Brand_43,405,Bangalore FC,,In Stock
INV7499406,P880884,Brand_25,456,Chennai FC,,In Stock
INV7352140,P326789,Brand_35,167,Bangalore FC,,In Stock
INV6043337,P380443,Brand_35,226,Pune FC,,In Stock
INV6944284,P601642,Brand_10,178,Pune FC,,In Stock
INV1039083,P412398,Brand_44,229,Chennai FC,,In Stock
INV3013756,P398368,Brand_28,492,Delhi FC,,In Stock
INV9816322,P180984,Brand_41,118,Delhi FC,,In Stock
INV8516611,P413226,Brand_9,1,Bangalore FC,2026-02-19,Low Stock
INV3072374,P928272,Brand_26,221,Chennai FC,,In Stock
INV7369721,P169513,Brand_44,390,Mumbai FC,,In Stock
INV4607004,P713046,Brand_3,91,Delhi FC,,In Stock
INV1875498,P679624,Brand_13,484,Delhi FC,,In Stock
INV9277108,P516176,Brand_17,178,Delhi FC,,In Stock
INV5179722,P741260,Brand_39,376,Delhi FC,,In Stock
INV5764975,P715772,Brand_43,308,Hyderabad FC,,In Stock
INV2352678,P643166,Brand_46,474,Chennai FC,,In Stock
INV9561832,P737722,Brand_40,83,Delhi FC,,In Stock
INV9596323,P027146,Brand_24,145,Hyderabad FC,,In Stock
INV9035419,P337814,Brand_48,4,Mumbai FC,2026-04-03,Low Stock
INV7005686,P083620,Brand_22,277,Mumbai FC,,In Stock
INV6837663,P937908,Brand_43,199,Bangalore FC,,In Stock
INV2716987,P169539,Brand_7,447,Bangalore FC,,In Stock
INV2542904,P350700,Brand_2,447,Bangalore FC,,In Stock
INV2691123,P791666,Brand_2,66,Hyderabad FC,,In Stock
INV5621611,P215273,Brand_7,462,Chennai FC,,In Stock
INV8549873,P970308,Brand_40,214,Mumbai FC,,In Stock
INV2986977,P132428,Brand_26,440,Chennai FC,,In Stock
INV4791025,P680910,Brand_20,237,Delhi FC,,In Stock
INV6569184,P642757,Brand_42,329,Hyderabad FC,,In Stock
INV9548165,P187297,Brand_39,442,Bangalore FC,,In Stock
INV6941565,P299518,Brand_15,285,Bangalore FC,,In Stock
INV5541162,P875356,Brand_17,498,Delhi FC,,In Stock
INV8988682,P071034,Brand_45,146,Mumbai FC,,In Stock
INV8575885,P237576,Brand_5,166,Delhi FC,,In Stock
INV2401839,P016807,Brand_6,28,Bangalore FC,2026-03-12,Low Stock
INV5935899,P561985,Brand_21,159,Bangalore FC,,In Stock
INV9394887,P839012,Brand_29,163,Delhi FC,,In Stock
INV7656709,P985551,Brand_46,380,Mumbai FC,,In Stock
INV8105171,P330794,Brand_14,481,Hyderabad FC,,In Stock
INV5643998,P697947,Brand_10,4,Bangalore FC,2026-03-03,Low Stock
INV3678381,P738768,Brand_1,441,Chennai FC,,In Stock
INV1858790,P345832,Brand_10,168,Bangalore FC,,In Stock
INV1342127,P780750,Brand_2,438,Hyderabad FC,,In Stock
INV1946000,P024352,Brand_20,316,Chennai FC,,In Stock
INV2869933,P976340,Brand_14,70,Hyderabad FC,,In Stock
INV2898032,P558430,Brand_42,300,Bangalore FC,,In Stock
INV2832728,P075637,Brand_12,334,Hyderabad FC,,In Stock
INV4895936,P281758,Brand_11,383,Delhi FC,,In Stock
INV6101021,P145278,Brand_27,403,Pune FC,,In Stock
INV1318361,P065701,Brand_43,434,Pune FC,,In Stock
INV7810595,P793300,Brand_10,361,Delhi FC,,In Stock
INV8447421,P880720,Brand_40,297,Pune FC,,In Stock
INV2800445,P677658,Brand_2,194,Mumbai FC,,In Stock
INV9715197,P409551,Brand_21,270,Pune FC,,In Stock
INV5411748,P295599,Brand_35,323,Pune FC,,In Stock
INV8800098,P895152,Brand_13,50,Mumbai FC,,In Stock
INV3467264,P855513,Brand_2,342,Delhi FC,,In Stock
INV4991581,P975994,Brand_10,146,Bangalore FC,,In Stock
INV8203746,P297203,Brand_19,64,Delhi FC,,In Stock
INV9383888,P408946,Brand_8,284,Hyderabad FC,,In Stock
INV3494111,P708679,Brand_43,118,Pune FC,,In Stock
INV1991292,P957229,Brand_27,276,Delhi FC,,In Stock
INV4794339,P471614,Brand_32,385,Hyderabad FC,,In Stock
INV4908737,P832947,Brand_23,239,Delhi FC,,In Stock
INV3238153,P083042,Brand_50,53,Delhi FC,,In Stock
INV4432799,P092482,Brand_22,51,Delhi FC,,In Stock
INV5256765,P201935,Brand_46,363,Mumbai FC,,In Stock
INV5242685,P352650,Brand_49,393,Bangalore FC,,In Stock
INV7174311,P421517,Brand_4,257,Mumbai FC,,In Stock
INV3111406,P932209,Brand_47,99,Mumbai FC,,In Stock
INV3166961,P142821,Brand_12,149,Hyderabad FC,,In Stock
INV7169936,P385693,Brand_11,390,Mumbai FC,,In Stock
INV5232873,P020334,Brand_7,2,Bangalore FC,2026-02-23,Low Stock
INV4897954,P784426,Brand_27,110,Hyderabad FC,,In Stock
INV7166592,P951152,Brand_36,224,Delhi FC,,In Stock
INV1591552,P068485,Brand_9,134,Bangalore FC,,In Stock
INV2266676,P072518,Brand_19,293,Delhi FC,,In Stock
INV1420947,P866135,Brand_36,24,Delhi FC,2026-03-07,Low Stock
INV6498511,P983286,Brand_36,82,Delhi FC,,In Stock
INV9216042,P574089,Brand_33,366,Mumbai FC,,In Stock
INV1537348,P877730,Brand_24,296,Chennai FC,,In Stock
INV3490247,P736471,Brand_29,4,Bangalore FC,2026-02-20,Low Stock
INV2283610,P399909,Brand_29,308,Hyderabad FC,,In Stock
INV2359928,P783054,Brand_26,109,Mumbai FC,,In Stock
INV4969391,P940066,Brand_17,284,Bangalore FC,,In Stock
INV8881915,P895447,Brand_12,306,Mumbai FC,,In Stock
INV6538640,P995296,Brand_20,25,Delhi FC,2026-04-17,Low Stock
INV2229451,P760078,Brand_11,309,Delhi FC,,In Stock
INV4651582,P657566,Brand_21,211,Bangalore FC,,In Stock
INV3835324,P732843,Brand_6,128,Pune FC,,In Stock
INV8919585,P377782,Brand_34,476,Pune FC,,In Stock
INV6759672,P330506,Brand_35,137,Mumbai FC,,In Stock
INV1809234,P169409,Brand_4,205,Mumbai FC,,In Stock
INV6201762,P292297,Brand_43,353,Bangalore FC,,In Stock
INV9877886,P448409,Brand_26,38,Pune FC,2026-03-12,Low Stock
INV1940978,P136664,Brand_42,367,Mumbai FC,,In Stock
INV4485196,P092846,Brand_5,353,Mumbai FC,,In Stock
INV4090621,P770671,Brand_41,405,Pune FC,,In Stock
INV1533170,P652295,Brand_18,410,Pune FC,,In Stock
INV7894474,P913161,Brand_27,237,Chennai FC,,In Stock
INV5732784,P052220,Brand_21,327,Delhi FC,,In Stock
INV5192003,P857019,Brand_15,333,Bangalore FC,,In Stock
INV4637379,P850624,Brand_20,249,Mumbai FC,,In Stock
INV9112744,P409364,Brand_13,229,Bangalore FC,,In Stock
INV9795337,P360052,Brand_27,82,Pune FC,,In Stock
INV9323230,P098612,Brand_36,43,Bangalore FC,2026-04-09,Low Stock
INV6983942,P911976,Brand_25,398,Delhi FC,,In Stock
INV9229187,P461353,Brand_18,71,Chennai FC,,In Stock
INV4723875,P460444,Brand_33,418,Bangalore FC,,In Stock
INV7491110,P383011,Brand_28,413,Chennai FC,,In Stock
INV2145768,P174291,Brand_19,231,Bangalore FC,,In Stock
INV7003598,P967643,Brand_29,310,Bangalore FC,,In Stock
INV3747144,P014891,Brand_10,146,Chennai FC,,In Stock
INV8086897,P708155,Brand_21,276,Pune FC,,In Stock
INV1066376,P789805,Brand_12,376,Pune FC,,In Stock
INV6662348,P185762,Brand_33,237,Hyderabad FC,,In Stock
INV7755814,P126015,Brand_33,174,Mumbai FC,,In Stock
INV3248758,P892837,Brand_25,318,Mumbai FC,,In Stock
INV9486136,P317433,Brand_20,270,Chennai FC,,In Stock
INV6925601,P313990,Brand_18,381,Mumbai FC,,In Stock
INV2109561,P636285,Brand_38,368,Chennai FC,,In Stock
INV9088740,P569141,Brand_16,272,Pune FC,,In Stock
INV6473775,P795679,Brand_41,214,Pune FC,,In Stock
INV1917765,P352075,Brand_26,78,Mumbai FC,,In Stock
INV1925016,P559936,Brand_47,210,Mumbai FC,,In Stock
INV1144331,P297427,Brand_29,281,Hyderabad FC,,In Stock
INV9406356,P421509,Brand_37,321,Delhi FC,,In Stock
INV6382078,P209432,Brand_21,140,Mumbai FC,,In Stock
INV5689985,P562274,Brand_28,341,Bangalore FC,,In Stock
INV3826482,P937066,Brand_50,337,Mumbai FC,,In Stock
INV3895985,P650908,Brand_33,249,Mumbai FC,,In Stock
INV3837725,P779426,Brand_39,127,Mumbai FC,,In Stock
INV3118831,P372144,Brand_16,153,Hyderabad FC,,In Stock
INV8381838,P588131,Brand_30,223,Delhi FC,,In Stock
INV2443213,P695907,Brand_5,134,Mumbai FC,,In Stock
INV9774700,P904862,Brand_25,399,Delhi FC,,In Stock
INV5699399,P358855,Brand_6,392,Delhi FC,,In Stock
INV5599948,P659013,Brand_30,192,Chennai FC,,In Stock
INV5422703,P397299,Brand_37,314,Mumbai FC,,In Stock
INV8132074,P989109,Brand_41,377,Pune FC,,In Stock
INV2097521,P654194,Brand_32,397,Chennai FC,,In Stock
INV3070414,P568717,Brand_43,209,Bangalore FC,,In Stock
INV8306962,P592786,Brand_36,202,Pune FC,,In Stock
INV3131489,P015577,Brand_46,500,Delhi FC,,In Stock
INV2120185,P388993,Brand_13,276,Pune FC,,In Stock
INV8238538,P421556,Brand_17,186,Mumbai FC,,In Stock
INV4994069,P088126,Brand_16,65,Delhi FC,,In Stock
INV6292455,P803341,Brand_7,153,Bangalore FC,,In Stock
INV3172863,P010266,Brand_43,154,Mumbai FC,,In Stock
INV3004058,P008783,Brand_7,434,Delhi FC,,In Stock
INV2826477,P785265,Brand_24,433,Mumbai FC,,In Stock
INV5501665,P904530,Brand_26,28,Bangalore FC,2026-03-31,Low Stock
INV9370893,P960030,Brand_20,292,Chennai FC,,In Stock
INV5373661,P121176,Brand_3,65,Hyderabad FC,,In Stock
INV5265970,P967832,Brand_34,360,Mumbai FC,,In Stock
INV8949512,P514449,Brand_32,454,Pune FC,,In Stock
INV5768313,P072617,Brand_9,259,Chennai FC,,In Stock
INV1778558,P106358,Brand_36,247,Hyderabad FC,,In Stock
INV7857757,P898911,Brand_35,282,Mumbai FC,,In Stock
INV7909090,P683934,Brand_47,22,Delhi FC,2026-04-16,Low Stock
INV6495525,P145861,Brand_18,158,Chennai FC,,In Stock
INV9464041,P440436,Brand_21,228,Hyderabad FC,,In Stock
INV8800705,P044798,Brand_47,275,Hyderabad FC,,In Stock
INV6858808,P958110,Brand_45,20,Mumbai FC,2026-04-03,Low Stock
INV3555670,P297379,Brand_23,171,Delhi FC,,In Stock
INV1869206,P662842,Brand_48,471,Chennai FC,,In Stock
INV8332950,P655411,Brand_33,119,Hyderabad FC,,In Stock
INV2174504,P341577,Brand_42,158,Pune FC,,In Stock
INV5522717,P048171,Brand_49,415,Bangalore FC,,In Stock
INV4042986,P052077,Brand_44,473,Delhi FC,,In Stock
INV9826614,P150851,Brand_29,296,Pune FC,,In Stock
INV9960271,P960994,Brand_50,330,Chennai FC,,In Stock
INV4895664,P997695,Brand_4,424,Mumbai FC,,In Stock
INV8422617,P733964,Brand_8,430,Mumbai FC,,In Stock
INV2677248,P227422,Brand_36,128,Hyderabad FC,,In Stock
INV7185635,P278912,Brand_36,140,Bangalore FC,,In Stock
INV3759125,P999706,Brand_20,258,Delhi FC,,In Stock
INV4580558,P803024,Brand_13,278,Hyderabad FC,,In Stock
INV8220068,P933802,Brand_43,341,Mumbai FC,,In Stock
INV9448580,P467462,Brand_25,449,Delhi FC,,In Stock
INV1154984,P700082,Brand_20,476,Mumbai FC,,In Stock
INV4920923,P688096,Brand_48,373,Delhi FC,,In Stock
INV4629576,P906530,Brand_41,60,Pune FC,,In Stock
INV2576501,P578963,Brand_16,19,Mumbai FC,2026-04-03,Low Stock
INV9919101,P889144,Brand_15,446,Delhi FC,,In Stock
INV2197660,P173635,Brand_13,49,Pune FC,2026-02-22,Low Stock
INV2397174,P978129,Brand_22,319,Bangalore FC,,In Stock
INV1318596,P453277,Brand_48,491,Delhi FC,,In Stock
INV2254131,P080953,Brand_46,473,Delhi FC,,In Stock
INV4871788,P129016,Brand_7,51,Hyderabad FC,,In Stock
INV5831390,P440581,Brand_49,176,Pune FC,,In Stock
INV2282332,P101433,Brand_39,234,Hyderabad FC,,In Stock
INV4767270,P173690,Brand_34,191,Delhi FC,,In Stock
INV6217846,P460821,Brand_4,1,Bangalore FC,2026-04-01,Low Stock
INV5525325,P334708,Brand_39,196,Delhi FC,,In Stock
INV9968482,P986507,Brand_17,296,Delhi FC,,In Stock
INV3184910,P174778,Brand_15,80,Mumbai FC,,In Stock
INV7153941,P956730,Brand_41,10,Mumbai FC,2026-03-14,Low Stock
INV6875365,P460031,Brand_32,348,Pune FC,,In Stock
INV2802630,P797241,Brand_35,252,Chennai FC,,In Stock
INV8775173,P614547,Brand_29,429,Mumbai FC,,In Stock
INV4489498,P912317,Brand_21,111,Hyderabad FC,,In Stock
INV7670356,P746352,Brand_26,476,Bangalore FC,,In Stock
INV6719249,P082164,Brand_48,300,Chennai FC,,In Stock
INV2158392,P619145,Brand_29,321,Bangalore FC,,In Stock
INV6972742,P085820,Brand_38,362,Delhi FC,,In Stock
INV5291192,P436789,Brand_48,171,Hyderabad FC,,In Stock
INV1936634,P743475,Brand_35,56,Bangalore FC,,In Stock
INV7051169,P854051,Brand_48,397,Delhi FC,,In Stock
INV6235984,P336203,Brand_21,432,Chennai FC,,In Stock
INV4892922,P508305,Brand_48,466,Pune FC,,In Stock
INV8894720,P816358,Brand_11,180,Pune FC,,In Stock
INV4455289,P579153,Brand_14,442,Delhi FC,,In Stock
INV1120618,P092593,Brand_36,427,Delhi FC,,In Stock
INV4992711,P369340,Brand_31,309,Bangalore FC,,In Stock
INV9207331,P175110,Brand_48,388,Delhi FC,,In Stock
INV7052898,P576777,Brand_3,83,Hyderabad FC,,In Stock
INV7042113,P852355,Brand_32,350,Mumbai FC,,In Stock
INV5676023,P270089,Brand_50,379,Hyderabad FC,,In Stock
INV4789194,P181558,Brand_17,444,Chennai FC,,In Stock
INV2623466,P450963,Brand_9,62,Delhi FC,,In Stock
INV2382063,P273200,Brand_29,31,Chennai FC,2026-04-03,Low Stock
INV4246468,P823345,Brand_11,47,Chennai FC,2026-03-15,Low Stock
INV2831643,P022891,Brand_22,209,Hyderabad FC,,In Stock
INV8149407,P084838,Brand_20,195,Delhi FC,,In Stock
INV8193690,P970461,Brand_40,38,Bangalore FC,2026-04-03,Low Stock
INV4160337,P128882,Brand_19,186,Mumbai FC,,In Stock
INV3791950,P756825,Brand_36,487,Pune FC,,In Stock
INV8974573,P200288,Brand_44,80,Chennai FC,,In Stock
INV2212209,P436384,Brand_33,223,Delhi FC,,In Stock
INV7840955,P206508,Brand_13,371,Chennai FC,,In Stock
INV1099145,P134607,Brand_6,446,Hyderabad FC,,In Stock
INV5675175,P402957,Brand_27,221,Mumbai FC,,In Stock
INV1989988,P750493,Brand_32,99,Bangalore FC,,In Stock
INV4698535,P389586,Brand_14,422,Hyderabad FC,,In Stock
INV9863136,P562284,Brand_9,55,Chennai FC,,In Stock
INV8795127,P896715,Brand_30,404,Bangalore FC,,In Stock
INV8745780,P464590,Brand_8,180,Delhi FC,,In Stock
INV9646187,P052813,Brand_3,296,Mumbai FC,,In Stock
INV4940914,P304392,Brand_46,205,Mumbai FC,,In Stock
INV6799939,P232785,Brand_25,117,Delhi FC,,In Stock
INV9027285,P917560,Brand_26,54,Mumbai FC,,In Stock
INV8854431,P094651,Brand_49,179,Mumbai FC,,In Stock
INV1982768,P390457,Brand_19,223,Chennai FC,,In Stock
INV4982225,P569706,Brand_26,21,Bangalore FC,2026-04-14,Low Stock
INV7506407,P214746,Brand_24,447,Bangalore FC,,In Stock
INV6445088,P630012,Brand_29,312,Hyderabad FC,,In Stock
INV3478014,P307275,Brand_46,214,Mumbai FC,,In Stock
INV2741290,P388353,Brand_26,50,Mumbai FC,,In Stock
INV6198322,P136998,Brand_19,97,Pune FC,,In Stock
INV8542358,P122219,Brand_45,45,Mumbai FC,2026-04-12,Low Stock
INV5080724,P193801,Brand_41,268,Hyderabad FC,,In Stock
INV9242896,P860700,Brand_21,51,Delhi FC,,In Stock
INV9629489,P578314,Brand_38,205,Bangalore FC,,In Stock
INV9617760,P213249,Brand_19,3,Bangalore FC,2026-03-26,Low Stock
