order_id,order_date,customer_id,product_id,units_sold,total_sales,payment_method,order_status
O3215338,2024-03-07,13424777,P301007,3,5397.3,UPI,Delivered
O9690314,2024-10-03,93394713,P706200,1,1104.15,COD,Returned
O7652229,2024-03-11,54005653,P218899,2,1598.4,Wallet,Returned
O5545877,2025-01-15,75291989,P088187,2,2548.3,COD,Cancelled
O4593605,2024-09-25,97695014,P400772,4,5997.0,Wallet,Cancelled
O4440737,2024-06-22,12396107,P179692,2,838.8,Card,Returned
O6938928,2025-01-23,99591810,P856274,4,3196.8,UPI,Delivered
O5251292,2024-11-02,19752005,P565837,1,599.4,Wallet,Returned
O6764195,2025-01-12,16949763,P619287,3,1467.9,Wallet,Returned
O1242721,2025-01-26,38883974,P917893,1,399.2,Wallet,Delivered
O6246652,2024-11-11,20021913,P345485,3,7122.15,Wallet,Delivered
O4927417,2025-01-10,17656060,P050941,4,3596.4,Card,Cancelled
O6831169,2025-01-03,80493380,P893798,2,1398.6,COD,Delivered
O1765045,2024-12-28,19047200,P964916,3,3702.15,UPI,Cancelled
O7627129,2024-12-15,66971723,P025723,2,2208.3,UPI,Delivered
O5888094,2024-03-02,87644391,P234255,1,799.2,UPI,Delivered
O5915481,2024-12-31,30563952,P920689,4,2516.4,UPI,Cancelled
O1433614,2024-06-03,79367377,P361710,4,8996.4,COD,Delivered
O9858091,2025-01-11,36967358,P908468,3,1048.5,Card,Returned
O4776929,2024-11-25,98356313,P880494,3,3598.2,UPI,Delivered
O8236542,2024-11-24,12905663,P187778,4,2656.2,UPI,Delivered
O7467136,2024-04-21,73195396,P785158,1,1499.4,COD,Delivered
O3657007,2024-04-25,95310695,P077408,2,699.0,Wallet,Cancelled
O9390145,2024-08-06,45664558,P585295,1,999.5,Card,Cancelled
O9561956,2025-01-14,54604574,P468459,3,5097.45,Wallet,Returned
O6176459,2024-08-07,37397012,P273121,3,1047.9,COD,Delivered
O7974960,2024-03-17,54932568,P163626,1,799.2,Wallet,Delivered
O1598924,2024-10-25,21246323,P275781,4,2097.0,Wallet,Cancelled
O3780129,2024-05-31,52839135,P900245,1,1169.1,UPI,Cancelled
O2778665,2024-09-29,78366467,P665675,1,779.4,COD,Cancelled
O2914978,2024-10-11,55550808,P459147,3,2397.6,Card,Returned
O4259679,2024-06-03,77280383,P770036,2,978.6,Wallet,Returned
O4674490,2024-08-10,91359079,P144172,4,2376.6,COD,Returned
O2671523,2024-10-21,36763476,P473750,4,998.0,UPI,Cancelled
O1909813,2024-06-14,57502875,P049348,3,3597.6,Wallet,Returned
O1882173,2024-07-28,83523357,P116373,1,749.5,UPI,Returned
O7776603,2024-05-25,79551037,P251970,2,1188.3,Card,Returned
O8012179,2024-10-04,73303008,P558763,4,3196.8,UPI,Cancelled
O6244410,2024-10-30,10903198,P109488,4,3796.2,Card,Returned
O3715703,2024-08-03,85280369,P254629,2,4498.2,UPI,Returned
O1969839,2024-05-21,90956720,P520924,1,1699.15,UPI,Delivered
O1732304,2024-03-29,67432706,P989653,4,8996.4,UPI,Delivered
O4795763,2024-12-31,52782879,P246576,1,1599.2,Wallet,Delivered
O2883388,2024-04-09,44071473,P114107,3,2547.45,Wallet,Cancelled
O1881261,2024-05-21,37060151,P491682,2,2098.6,UPI,Delivered
O5088050,2024-07-04,10274005,P323576,4,2376.6,Card,Cancelled
O1612084,2024-10-01,21558975,P982841,3,898.2,Wallet,Cancelled
O9436228,2024-04-26,96677103,P555947,1,374.25,Wallet,Returned
O9944618,2024-11-17,98590618,P294489,1,349.5,Wallet,Returned
O3638201,2024-09-26,69589308,P698416,1,1399.3,UPI,Delivered
O7770671,2025-01-23,64270252,P058984,4,4497.0,Wallet,Cancelled
O3918823,2024-08-06,65195483,P972060,1,909.3,COD,Returned
O2878730,2024-10-10,93309468,P135058,1,999.5,Wallet,Returned
O7722122,2024-04-04,68898311,P654374,3,3147.9,Card,Returned
O1951388,2024-03-05,81924717,P993313,1,974.25,COD,Delivered
O4377978,2024-10-09,37323962,P451875,1,1499.4,UPI,Cancelled
O2606696,2024-09-17,75925560,P703828,2,4748.1,Card,Returned
O3562409,2024-07-06,61732421,P641765,2,3498.6,Card,Delivered
O2555001,2024-08-18,15644916,P403284,1,524.25,Card,Cancelled
O7414975,2024-04-25,66205664,P426438,1,449.1,COD,Cancelled
O4823463,2024-06-26,77107423,P676896,4,1796.4,UPI,Returned
O1775379,2024-07-01,75746054,P962857,2,1499.0,Wallet,Delivered
O6259742,2024-11-27,71659263,P332740,4,1197.6,UPI,Delivered
O9908322,2024-08-03,79172477,P142358,1,1104.15,UPI,Cancelled
O1549613,2024-03-27,66585944,P654243,3,3312.45,Card,Cancelled
O1616821,2024-09-03,74216687,P230856,2,978.6,UPI,Delivered
O9403953,2024-06-17,59528422,P973550,2,2468.1,Card,Delivered
O1295874,2024-05-13,62861726,P096521,2,1898.1,Card,Returned
O9515981,2024-06-14,65289276,P356484,4,1696.6,Card,Returned
O2378586,2024-03-04,25849819,P883539,1,374.25,COD,Delivered
O9209173,2024-07-22,85423395,P911536,1,1599.2,UPI,Delivered
O6569081,2024-01-23,79778167,P799947,1,599.4,Wallet,Cancelled
O1710466,2024-07-13,86317436,P403007,3,5997.6,Wallet,Delivered
O2710727,2024-02-07,66665883,P423892,1,1349.1,Card,Cancelled
O7562313,2024-02-17,33735780,P946858,4,4497.0,UPI,Cancelled
O9937122,2024-09-08,96334788,P718350,4,4197.2,COD,Delivered
O1453113,2024-09-15,45956911,P085445,1,424.15,Wallet,Returned
O7562289,2024-03-27,20168645,P992307,4,5396.4,Wallet,Cancelled
O4110745,2024-04-20,50011419,P900962,4,1957.2,COD,Delivered
O2116791,2024-06-05,81647900,P804133,2,4748.1,COD,Delivered
O6823070,2024-10-04,63738180,P246242,3,5247.9,COD,Returned
O5389690,2024-08-28,69000322,P593375,4,998.0,UPI,Returned
O5898199,2024-03-29,49726271,P325738,3,2922.75,Wallet,Cancelled
O6286318,2025-01-24,97707216,P820125,1,419.4,COD,Delivered
O1211331,2024-08-11,31563747,P172013,3,4047.3,Wallet,Delivered
O2177837,2024-04-20,16682973,P131121,1,1749.3,Card,Delivered
O6106715,2025-01-17,61484299,P874620,1,629.1,UPI,Returned
O1880861,2024-12-23,62937282,P534642,3,1347.3,COD,Cancelled
O1195782,2024-08-16,87732008,P188651,3,1422.15,COD,Delivered
O3049383,2025-01-16,32956416,P089593,1,849.15,Wallet,Returned
O3255868,2024-12-29,82113992,P800165,3,2248.5,Card,Delivered
O3485650,2024-01-29,78477946,P654761,4,4676.4,UPI,Delivered
O2224855,2024-09-03,35622095,P226043,4,2376.6,Wallet,Cancelled
O1142042,2024-06-15,70267899,P636017,3,3147.9,Wallet,Returned
O2597050,2024-08-08,53113612,P789599,4,2598.0,COD,Cancelled
O4922395,2024-10-28,47187710,P772051,2,698.6,Wallet,Delivered
O8174086,2024-02-24,69932178,P304991,3,1677.6,COD,Delivered
O1625229,2024-08-03,95681666,P849483,4,3596.4,Card,Cancelled
O2774065,2024-09-05,21566265,P589965,3,898.2,COD,Returned
O6324424,2024-10-21,64103856,P007774,3,4197.9,UPI,Delivered
O2270459,2024-05-17,99909155,P255837,1,1799.1,Wallet,Cancelled
O5664173,2024-09-04,12669937,P600929,1,424.15,Card,Delivered
O4535547,2024-11-14,71599098,P810874,4,4197.2,Wallet,Cancelled
O6758840,2024-12-08,55992160,P186712,2,1948.5,UPI,Delivered
O6085910,2024-06-13,68325977,P093614,3,5697.15,COD,Cancelled
O4693890,2024-04-26,33018599,P134607,2,1118.4,Wallet,Returned
O8727139,2024-01-29,79293277,P019829,4,3796.2,Card,Returned
O1466569,2024-08-14,53531329,P687184,4,5997.0,COD,Returned
O2384424,2024-07-21,14587547,P011640,2,3498.6,COD,Returned
O5464261,2024-02-20,37111901,P234687,3,1422.15,COD,Cancelled
O4580049,2024-12-27,27283139,P195384,4,7497.0,Card,Returned
O8601724,2024-05-22,86612976,P622764,3,3507.3,Card,Returned
O7570577,2024-05-11,51673257,P664941,4,2656.2,COD,Delivered
O4600120,2024-07-12,78541162,P718347,4,1696.6,Wallet,Cancelled
O1960548,2024-02-22,79056074,P964008,2,1048.5,COD,Delivered
O1055966,2024-01-01,64249122,P127486,1,649.5,COD,Delivered
O4297567,2024-10-07,11751341,P698886,2,1818.6,COD,Returned
O1545901,2024-09-13,39535384,P361107,2,2208.3,Card,Cancelled
O2036833,2024-06-23,72024399,P353642,1,779.4,COD,Delivered
O3982669,2024-12-23,46281912,P528212,4,3998.0,Card,Returned
O6295991,2024-08-12,10097105,P858378,3,2697.3,COD,Delivered
O2474931,2024-03-02,28065013,P976789,3,3312.45,UPI,Returned
O9815453,2024-02-08,61676706,P322865,3,1048.5,UPI,Returned
O8270098,2025-01-16,64651812,P094247,2,2398.4,UPI,Delivered
O4512685,2024-08-19,53191417,P669413,1,999.5,COD,Returned
O3687673,2024-11-08,58447967,P565996,3,2247.75,Card,Cancelled
O6912961,2024-06-03,35923792,P005673,3,2397.6,Wallet,Cancelled
O7346273,2024-04-24,98703702,P883043,1,2374.05,UPI,Returned
O3254581,2024-01-29,25068349,P343159,3,1467.9,COD,Cancelled
O4542327,2024-08-26,15969104,P369086,2,2398.4,UPI,Delivered
O9920681,2024-08-29,98841659,P352500,1,499.5,Card,Delivered
O4973631,2024-10-20,91963189,P193850,1,559.2,COD,Cancelled
O3143234,2024-02-05,11982356,P624894,2,1598.4,Wallet,Cancelled
O7942970,2024-05-27,83266311,P122617,1,399.2,COD,Returned
O5542339,2024-03-27,56389608,P082318,3,3117.6,Card,Cancelled
O3748628,2024-01-06,45391213,P597152,1,999.5,Wallet,Delivered
O9956090,2024-10-16,87518612,P664328,1,1049.3,COD,Delivered
O4428003,2024-07-01,72029742,P738076,2,978.6,Wallet,Cancelled
O6655255,2024-08-28,44889344,P718350,2,2098.6,Card,Cancelled
O8513453,2024-11-05,11830400,P257073,4,4156.8,Card,Cancelled
O1323849,2024-10-03,53878755,P182298,4,4676.4,UPI,Delivered
O4636219,2024-10-08,44724130,P499756,2,2998.5,UPI,Cancelled
O1084510,2024-11-16,21498101,P786050,4,3596.4,Wallet,Cancelled
O8234110,2024-09-26,14972512,P995065,4,2397.6,UPI,Delivered
O7521775,2024-05-11,22707446,P288857,4,1796.4,Card,Returned
O3267268,2024-07-14,45642322,P372188,1,499.5,Card,Cancelled
O4122748,2024-08-23,51526317,P178480,1,249.5,Card,Returned
O9578968,2025-01-27,65869513,P685376,2,2398.4,COD,Cancelled
O6116439,2024-07-03,70735512,P717127,1,349.3,Card,Delivered
O1271043,2025-01-31,17908857,P645265,4,2656.2,COD,Returned
O1713486,2024-01-23,42717818,P849752,3,5697.15,Wallet,Returned
O7071347,2024-02-01,90657140,P761620,3,4197.9,COD,Delivered
O1489389,2024-11-03,13889357,P991269,2,1258.2,Card,Cancelled
O2731053,2024-08-09,91094275,P981306,1,899.4,Card,Returned
O5166830,2024-04-19,61718485,P846875,2,3998.4,COD,Delivered
O2998873,2024-02-15,94581938,P280803,2,2499.0,Wallet,Cancelled
O2741650,2024-01-26,33688709,P272386,3,1047.9,Card,Cancelled
O3792730,2024-03-21,76856053,P774242,4,3117.6,UPI,Cancelled
O7491849,2024-08-23,36087907,P510066,1,899.1,Wallet,Delivered
O8147081,2024-09-21,16716264,P656001,3,3748.5,Wallet,Delivered
O7702633,2024-08-04,38022380,P158146,4,8496.6,UPI,Returned
O2328986,2024-01-01,46841375,P630012,4,4416.6,COD,Returned
O8206332,2024-09-15,73172173,P287784,2,598.8,COD,Returned
O1998033,2024-04-03,32830279,P403005,1,1399.3,COD,Returned
O8234284,2024-12-08,63810899,P702929,2,1048.5,Card,Delivered
O5423385,2024-09-25,50499635,P633951,2,1798.8,Card,Returned
O6876787,2024-01-02,18932350,P752236,4,3196.8,COD,Returned
O9707985,2024-02-25,22935596,P665555,3,1948.5,Wallet,Returned
O8718828,2024-03-03,96435014,P991462,1,349.3,COD,Delivered
O4670011,2024-06-19,47245816,P342555,4,1696.6,Wallet,Cancelled
O2445375,2025-01-12,98930007,P036045,2,848.3,Wallet,Cancelled
O8846619,2024-04-26,10554534,P884742,1,374.25,Wallet,Returned
O6999507,2025-01-13,59419049,P578306,4,4796.8,Wallet,Delivered
O9072130,2024-03-05,77741114,P464121,1,1249.5,Wallet,Delivered
O5521897,2024-10-20,66022165,P903353,1,399.2,COD,Returned
O7552245,2024-12-06,87517027,P640772,4,2236.8,COD,Delivered
O3019279,2024-05-02,94196514,P972468,3,1498.5,Card,Returned
O6183852,2024-06-21,80364631,P914492,2,1258.2,COD,Cancelled
O3744572,2024-02-12,87539122,P738831,1,1169.1,UPI,Cancelled
O4366978,2024-05-06,18924641,P133386,4,1998.0,UPI,Delivered
O6985712,2024-07-02,15485360,P983900,4,3396.6,UPI,Returned
O1356920,2024-12-20,22830128,P227931,2,848.3,Wallet,Returned
O2983154,2024-02-20,23940795,P399401,4,6396.8,COD,Returned
O6838420,2024-11-25,12074056,P764523,2,2208.3,UPI,Delivered
O5386149,2024-09-17,57125570,P457975,3,2922.75,COD,Delivered
O4176027,2024-03-21,44502056,P820367,3,898.2,UPI,Returned
O9683382,2025-01-01,91080324,P306162,1,1274.15,UPI,Cancelled
O5304407,2024-08-28,24169978,P242913,3,3702.15,Card,Returned
O6025023,2024-10-23,96018456,P789178,3,3598.2,COD,Returned
O1545143,2024-07-19,87290564,P384034,4,8996.4,Card,Returned
O5242536,2024-02-23,16708286,P316221,3,4797.6,UPI,Returned
O8475020,2024-10-30,81021555,P582485,2,3398.3,UPI,Cancelled
O8368737,2024-04-18,85704116,P245038,3,3507.3,Wallet,Cancelled
O6206035,2024-03-04,13955772,P845648,1,1234.05,UPI,Delivered
O7386925,2024-10-13,77552571,P339368,1,1169.1,Wallet,Returned
O8763738,2024-03-23,36050750,P033334,1,524.25,Card,Delivered
O1100761,2024-01-05,41749651,P136953,2,2998.8,Wallet,Returned
O4899083,2024-12-30,70970401,P444117,4,3897.0,UPI,Returned
O3548921,2024-06-15,25498409,P076187,1,594.15,UPI,Returned
O2977431,2024-08-15,67705194,P823803,1,1749.3,Card,Returned
O3223748,2024-12-13,88385517,P336389,1,899.4,Wallet,Cancelled
O1765535,2024-08-29,99143920,P748929,3,4047.3,COD,Cancelled
O3824588,2025-01-19,67957698,P760021,3,5622.75,COD,Delivered
O4571607,2024-08-10,15505854,P079950,3,2697.3,UPI,Returned
O9499951,2024-08-14,89960004,P005532,4,5597.2,UPI,Returned
O9437517,2024-07-31,50178530,P255320,2,1328.1,UPI,Delivered
O9569630,2024-04-07,30812510,P142146,2,3748.5,UPI,Delivered
O6378934,2024-12-20,54319015,P328224,4,1957.2,Wallet,Cancelled
O8923488,2024-09-03,40415362,P511514,2,1048.5,Card,Returned
O1341617,2024-10-22,30802093,P978852,3,3748.5,Card,Cancelled
O6220750,2024-05-27,40811221,P420187,4,3796.2,Card,Cancelled
O2564837,2024-04-12,66276538,P968594,3,2547.45,UPI,Delivered
O3645370,2024-07-20,78410780,P741798,2,1048.5,COD,Delivered
O5859201,2024-12-24,29319078,P980428,3,3598.2,Card,Delivered
O5472827,2024-02-24,20164182,P238540,3,1197.6,Wallet,Returned
O2392466,2024-12-25,27005308,P869612,3,1677.6,UPI,Cancelled
O6874981,2024-08-10,42647038,P517933,2,2248.5,Card,Cancelled
O7524888,2024-11-03,35872801,P477297,3,5397.3,Wallet,Delivered
O6183721,2024-01-29,79670812,P213236,1,249.5,UPI,Delivered
O8316561,2024-03-13,15006852,P538652,1,779.4,COD,Returned
O4081470,2024-06-29,70154579,P322660,1,419.4,Card,Delivered
O7216869,2024-11-19,53364369,P508755,2,598.8,UPI,Cancelled
O5563933,2024-05-01,58415143,P049900,2,2798.6,COD,Cancelled
O4799570,2024-01-15,55631441,P787335,3,2097.9,UPI,Delivered
O5124144,2025-01-01,33631599,P901220,3,6747.3,Wallet,Returned
O2974759,2024-05-16,45574888,P251399,2,2998.8,Wallet,Returned
O4232745,2024-12-18,94250569,P089572,3,5997.6,COD,Delivered
O6598335,2024-10-15,85242835,P468184,2,2398.8,Wallet,Returned
O3463280,2024-12-04,49097008,P086773,2,2848.1,COD,Returned
O2204840,2024-07-19,54154294,P419260,4,3998.0,Card,Delivered
O6212350,2024-08-12,66062566,P340031,3,5097.45,UPI,Returned
O3942990,2024-09-08,88665489,P735131,3,4197.9,Wallet,Returned
O6387077,2025-01-29,25152531,P623825,1,1599.2,UPI,Returned
O1067808,2024-05-06,79345761,P211104,4,2516.4,UPI,Delivered
O5732304,2024-09-16,89505069,P353764,2,1598.4,UPI,Cancelled
O2010997,2024-02-05,25328932,P557665,3,898.2,COD,Delivered
O9279787,2024-01-31,93278516,P955770,3,3822.45,UPI,Returned
O4313863,2024-12-08,78021752,P080218,2,1299.0,COD,Returned
O5652762,2024-11-03,87694946,P459418,4,7196.4,COD,Delivered
O8938546,2024-08-12,43784615,P145861,1,799.2,COD,Cancelled
O8617820,2024-06-19,36032233,P068666,1,974.25,UPI,Delivered
O7492730,2024-02-12,90459862,P298547,4,3597.6,COD,Cancelled
O6282455,2024-08-14,49784305,P372118,1,1749.3,COD,Delivered
O8297839,2024-10-29,24869387,P883539,2,748.5,Card,Cancelled
O8946379,2024-07-13,14690216,P031168,3,1572.75,Wallet,Cancelled
O9478449,2024-05-06,28308482,P333855,2,1999.0,UPI,Delivered
O1286637,2024-05-29,56134729,P794277,3,4497.75,COD,Cancelled
O1582509,2024-07-03,65150682,P206305,2,2468.1,UPI,Cancelled
O2141680,2024-07-28,57765443,P523518,3,2397.6,UPI,Cancelled
O1673125,2024-02-06,31667616,P396404,1,1499.25,Wallet,Cancelled
O6941753,2024-08-02,58007819,P450315,1,349.3,UPI,Returned
O7392899,2024-10-13,30579291,P160653,4,3196.8,Card,Cancelled
O1771021,2024-03-25,52461816,P750137,3,2248.5,COD,Cancelled
O6748469,2024-09-20,65702598,P560795,2,1188.3,Card,Cancelled
O6314768,2024-08-17,56512892,P455798,2,4498.2,Card,Cancelled
O4026687,2025-01-23,92201469,P202686,1,649.5,Card,Cancelled
O6162489,2024-08-28,31129317,P600411,1,974.25,UPI,Returned
O8804183,2024-03-28,67158188,P826086,2,2499.0,COD,Returned
O6626546,2024-06-07,94053905,P892275,1,1199.4,Card,Cancelled
O3573591,2024-08-29,74874315,P498570,2,2208.3,UPI,Cancelled
O6500709,2024-01-14,98804873,P151977,2,698.6,COD,Returned
O4404179,2024-01-05,11935748,P710474,2,2468.1,COD,Delivered
O7704087,2024-03-24,35027707,P834765,1,1499.4,UPI,Returned
O8372978,2024-08-27,12494078,P636017,3,3147.9,Card,Cancelled
O3144064,2024-06-27,25664813,P573989,3,5997.6,Card,Returned
O7216926,2025-02-04,24869387,P727764,2,2398.4,Wallet,Cancelled
O2539722,2024-11-11,18381194,P155414,3,1572.75,Wallet,Returned
O5646407,2024-02-04,66332162,P012946,4,4796.8,Card,Returned
O5001209,2024-04-19,58973222,P165602,1,2124.15,UPI,Delivered
O7776881,2025-02-02,50829043,P275369,2,748.5,Wallet,Cancelled
O1715464,2024-01-26,21131538,P065283,1,1199.2,Wallet,Returned
O8317138,2024-04-17,14275407,P098715,2,2398.8,Wallet,Returned
O6106962,2024-06-15,31077649,P913560,2,2998.5,UPI,Delivered
O2415308,2024-09-26,36695580,P081695,2,1818.6,UPI,Delivered
O5482181,2024-01-16,66388146,P272730,4,5997.6,UPI,Returned
O4518800,2024-04-30,27893198,P641827,1,1249.5,COD,Delivered
O2512481,2024-03-18,29906231,P918551,3,3507.3,COD,Returned
O6738180,2024-12-18,80492818,P133130,3,1422.15,Wallet,Cancelled
O7119233,2024-03-25,47827634,P423507,2,2398.4,COD,Delivered
O7433822,2024-04-23,46163489,P176574,4,7497.0,UPI,Delivered
O1312228,2024-06-20,15756360,P679251,3,1122.75,Wallet,Cancelled
O6461756,2025-01-02,37293572,P770826,2,1198.8,Wallet,Returned
O1518257,2024-08-04,62412529,P668209,4,3796.2,Card,Returned
O9573348,2024-03-25,98111318,P438264,4,7996.8,COD,Delivered
O2146357,2025-01-23,35235147,P522178,4,3117.6,UPI,Cancelled
O2207989,2024-04-25,78816911,P250752,1,1874.25,COD,Cancelled
O7302867,2024-03-10,89619448,P872009,3,1197.6,Card,Delivered
O7733320,2024-06-15,44125627,P491059,2,2848.1,COD,Delivered
O3934412,2024-06-21,58443772,P144535,2,3198.4,Card,Returned
O2375474,2024-03-14,18872269,P285094,2,1598.4,COD,Cancelled
O5357625,2024-03-11,19160257,P387942,4,3396.6,UPI,Delivered
O2766149,2024-11-11,95010990,P653330,4,5696.2,Card,Returned
O5078937,2024-05-24,59404883,P054916,3,1047.9,Wallet,Cancelled
O5655423,2024-10-21,29935184,P214874,4,6997.2,Wallet,Delivered
O5442978,2024-10-25,24903079,P505633,1,524.25,COD,Delivered
O3168974,2024-02-11,32802371,P844056,3,1498.5,Wallet,Delivered
O1748887,2024-04-16,78458292,P629975,3,2097.9,UPI,Delivered
O4214010,2024-05-08,83337487,P633394,4,6396.8,Wallet,Returned
O6710451,2024-04-15,12963399,P185786,2,1118.4,Wallet,Delivered
O8052372,2024-10-26,38266043,P542243,2,1499.0,COD,Cancelled
O9419893,2024-06-16,78185245,P458018,1,629.1,UPI,Cancelled
O6350059,2024-10-17,15724516,P928797,4,7996.8,UPI,Returned
O6120456,2025-01-25,51164149,P909904,4,4936.2,UPI,Cancelled
O1207258,2024-02-17,15490269,P916384,2,598.8,Wallet,Delivered
O1184248,2025-01-12,36450182,P248479,3,1498.5,COD,Returned
O4170308,2024-04-11,73274038,P888782,4,8496.6,Card,Cancelled
O3322130,2024-03-23,49700436,P068801,4,1957.2,UPI,Delivered
O3471066,2024-11-20,86171240,P269328,4,4416.6,Wallet,Delivered
O8521652,2024-01-16,43220247,P041394,1,1274.15,Card,Cancelled
O1024973,2024-08-19,94383053,P721181,4,3597.6,UPI,Cancelled
O7406278,2024-11-08,70764446,P652832,4,1197.6,Card,Delivered
O9114928,2024-03-06,53495324,P026452,4,4797.6,COD,Delivered
O6969404,2024-11-14,16215346,P939629,3,1047.9,Wallet,Delivered
O6093429,2024-07-04,23355295,P379267,2,1118.4,Wallet,Cancelled
O6112529,2024-06-02,46013678,P642490,3,1572.75,Wallet,Cancelled
O9064163,2024-07-05,50152723,P390409,4,1398.0,UPI,Cancelled
O1046722,2024-06-25,26957378,P360052,4,1896.2,UPI,Returned
O2780749,2025-01-28,95279893,P278648,3,3147.9,COD,Returned
O3611450,2024-04-25,30822136,P047619,3,3312.45,Card,Delivered
O6894921,2024-08-01,99122294,P570534,2,1499.0,Wallet,Returned
O7115059,2024-07-19,11044931,P340974,1,1199.2,Wallet,Returned
O2643024,2024-01-22,24997451,P121747,3,4797.6,UPI,Cancelled
O6224090,2024-09-12,15367325,P071712,3,6372.45,Wallet,Delivered
O8617688,2024-03-16,54363699,P301328,3,4797.6,Wallet,Cancelled
O8794409,2024-08-17,59312831,P487310,2,848.3,UPI,Cancelled
O6226812,2024-09-05,51624537,P185430,3,5247.9,Wallet,Cancelled
O5990468,2024-07-01,77738792,P477479,3,1677.6,Card,Cancelled
O9911652,2024-02-20,75181384,P947112,4,3596.4,Wallet,Cancelled
O1823593,2024-03-18,88737574,P401228,4,2397.6,UPI,Delivered
O9772157,2024-11-11,30975546,P530025,1,1874.25,Wallet,Delivered
O9327262,2024-05-25,54679349,P555133,4,3637.2,UPI,Delivered
O8924643,2024-10-24,48097958,P579786,3,2698.2,Card,Delivered
O1631253,2024-06-11,70150247,P132742,3,1948.5,UPI,Delivered
O8793891,2025-01-21,19068007,P856591,3,4797.6,Card,Delivered
O5898477,2024-10-09,19625586,P486754,4,3596.4,Card,Delivered
O6407116,2024-02-22,16784739,P169971,4,3196.8,UPI,Delivered
O6760414,2024-09-23,68794108,P415387,2,2548.3,Card,Delivered
O5643919,2024-08-08,20102666,P574736,3,1272.45,Wallet,Delivered
O7502288,2024-12-28,17078633,P706156,1,559.2,COD,Cancelled
O7828153,2024-09-27,27362021,P110172,4,2236.8,UPI,Cancelled
O1989741,2024-12-18,90681684,P770384,3,3312.45,Wallet,Delivered
O4152447,2024-11-02,47716449,P304066,1,1039.2,COD,Cancelled
O8677357,2024-10-25,61104163,P557473,3,1047.9,Card,Cancelled
O8769448,2024-01-31,74689506,P652295,4,2998.0,COD,Cancelled
O7327751,2024-05-07,42802231,P150054,2,3598.2,COD,Delivered
O8880177,2024-02-10,53273379,P814834,2,1499.0,COD,Returned
O5155754,2024-06-04,84056622,P639843,4,2997.0,COD,Cancelled
O5786421,2024-08-21,95738441,P036045,2,848.3,UPI,Delivered
O1209021,2024-05-16,98104220,P295120,1,849.15,Card,Returned
O4721696,2024-11-28,20771520,P281129,3,3597.6,UPI,Cancelled
O9380549,2024-12-29,72479966,P392823,3,1048.5,Card,Returned
O5030302,2024-06-08,49995546,P271121,4,4936.2,Wallet,Cancelled
O1857558,2024-02-15,74986019,P057668,2,1299.0,Card,Delivered
O4753598,2024-09-03,31017442,P490017,2,2798.6,Card,Returned
O1749255,2024-12-29,33342512,P881683,1,749.25,Card,Delivered
O6174798,2024-12-30,18693962,P460463,4,7196.4,Card,Delivered
O1182192,2024-09-03,52757570,P832786,1,1499.4,Card,Returned
O1901598,2024-12-24,49456480,P767333,2,4248.3,Card,Delivered
O9643812,2025-02-04,66178148,P218100,2,499.0,COD,Returned
O9031621,2024-02-19,11235522,P478519,3,3372.75,COD,Delivered
O6198153,2024-04-03,43366136,P528212,2,1999.0,Card,Returned
O2571648,2024-12-05,52220039,P069935,4,7196.4,UPI,Delivered
O4162618,2024-11-24,84835108,P310288,1,559.2,Wallet,Cancelled
O1405654,2024-05-24,24997451,P973244,4,3637.2,COD,Returned
O3869510,2024-01-18,71477275,P774221,4,3117.6,Card,Cancelled
O8412526,2024-01-25,44724130,P797362,1,449.1,COD,Delivered
O9348047,2024-04-30,33151270,P281010,4,1998.0,COD,Cancelled
O3094060,2024-07-21,79276598,P209432,2,798.4,Card,Delivered
O9126332,2024-07-15,21192228,P957336,4,2376.6,Card,Cancelled
O9617528,2024-10-10,15687479,P026150,1,629.1,Wallet,Cancelled
O2264572,2024-02-13,56056315,P816493,2,4498.2,Card,Returned
O5710966,2024-09-19,81745330,P744225,2,3198.4,UPI,Returned
O8577113,2024-01-05,62213416,P019757,3,3598.2,Card,Delivered
O4450668,2024-07-09,31885056,P341854,1,1274.15,Wallet,Cancelled
O7082653,2024-11-27,86909980,P980539,1,1749.3,Card,Returned
O8280049,2024-12-31,91094275,P489056,3,3702.15,Card,Cancelled
O8138198,2024-05-20,12510033,P050745,3,1197.6,Wallet,Delivered
O5080880,2024-12-25,48200818,P090850,2,4748.1,COD,Returned
O6597665,2024-07-23,42433489,P301250,1,1249.5,COD,Delivered
O1779856,2024-07-31,52703447,P654561,3,1677.6,COD,Cancelled
O8615650,2024-04-07,76092439,P133926,2,4748.1,COD,Cancelled
O2014871,2025-01-01,18401481,P216029,3,1677.6,Wallet,Returned
O5039397,2024-12-01,85444816,P512803,3,1948.5,COD,Returned
O6579081,2024-07-21,24218500,P099962,4,2236.8,UPI,Cancelled
O7444319,2024-01-02,54585760,P994907,2,838.8,COD,Returned
O7639776,2024-10-06,37087430,P163666,2,2698.2,COD,Delivered
O8002303,2024-05-31,42459620,P528588,2,3998.4,UPI,Cancelled
O7734854,2024-07-23,73024231,P172625,2,3498.6,Card,Returned
O9978858,2024-11-19,93219381,P391441,3,5997.6,UPI,Cancelled
O7527433,2024-06-25,76086153,P701556,4,5096.6,Card,Cancelled
O2701385,2024-11-18,75478177,P412241,2,1188.3,Card,Returned
O1419937,2024-03-19,17621248,P708155,3,2697.3,COD,Cancelled
