return_id,order_id,product_id,return_date,return_reason,refund_amount,refund_status
R6528379,O3913767,P996317,2024-07-25,Late delivery,1343.35,Pending
R9354196,O3370535,P477891,2024-12-08,Color mismatch,401.12,Completed
R1886598,O7395117,P994833,2024-07-08,Damaged item,8610.27,Completed
R7771561,O5062768,P356999,2024-03-20,Size issue,694.9,Pending
R9746191,O6984078,P123086,2024-05-16,Damaged item,1991.09,Pending
R2771962,O4053904,P207646,2024-09-01,Not as described,3067.93,Pending
R3294388,O3250845,P743326,2024-09-23,Late delivery,1649.98,Completed
R5789653,O7921774,P836497,2024-05-30,Late delivery,1255.05,Pending
R5713051,O4135179,P597713,2024-03-26,Size issue,705.66,Completed
R1719214,O6030552,P370357,2024-10-30,Quality issue,399.31,Completed
R2687725,O1269772,P721047,2025-02-11,Not as described,4387.17,Pending
R3259002,O5323193,P764965,2024-08-29,Not as described,1242.99,Pending
R9245669,O5109182,P818220,2024-06-18,Size issue,783.93,Completed
R8318374,O5135439,P641950,2024-11-09,Size issue,623.66,Pending
R1449210,O6603154,P209535,2024-04-10,Color mismatch,556.7,Completed
R4899024,O1727416,P605018,2024-05-19,Size issue,215.17,Pending
R8354455,O5775966,P652513,2024-08-23,Size issue,1159.07,Pending
R5034142,O1047938,P286231,2024-05-10,Size issue,1521.18,Pending
R6557600,O5286701,P329402,2024-01-20,Size issue,2541.05,Pending
R1143379,O9614422,P412133,2024-10-09,Damaged item,473.65,Pending
R6250122,O6328010,P695169,2025-01-27,Not as described,1003.38,Pending
R2076924,O6365636,P315207,2024-02-27,Quality issue,741.07,Pending
R1284045,O7346273,P883043,2024-05-07,Color mismatch,1495.68,Completed
R4781166,O6660519,P523013,2024-04-18,Not as described,1227.41,Pending
R2534516,O9415111,P044752,2024-03-18,Not as described,1118.16,Completed
R1583035,O4326078,P491320,2025-01-06,Late delivery,1292.35,Completed
R7082949,O9340435,P778763,2025-01-27,Not as described,4774.5,Completed
R7507803,O2991469,P136664,2024-04-05,Damaged item,574.92,Pending
R5250349,O5659122,P395355,2024-06-27,Damaged item,2402.22,Completed
R2349802,O3052790,P395987,2024-09-08,Color mismatch,604.13,Completed
R4831901,O7167896,P524509,2024-12-03,Size issue,1234.71,Pending
R9325786,O5333674,P282859,2024-11-16,Late delivery,4223.17,Completed
R9902568,O4900861,P148389,2025-01-03,Size issue,394.03,Pending
R5072893,O4490005,P522363,2025-01-27,Size issue,2659.93,Pending
R5960689,O1495001,P015054,2025-01-04,Not as described,139.13,Completed
R7586121,O6363613,P785158,2024-03-20,Color mismatch,3368.45,Completed
R9473177,O2787158,P716631,2024-01-28,Not as described,425.6,Completed
R7797959,O1557215,P333399,2024-11-28,Color mismatch,1595.39,Completed
R8369870,O6059817,P771917,2024-12-26,Quality issue,1515.64,Completed
R9147021,O8127800,P782139,2024-12-27,Damaged item,4661.56,Pending
R3085420,O8415137,P695191,2025-01-13,Damaged item,5813.16,Completed
R2702001,O5459611,P617338,2024-11-27,Size issue,842.46,Pending
R2368474,O4671086,P892338,2024-12-27,Damaged item,2134.72,Pending
R5192580,O6201752,P527536,2024-03-23,Late delivery,4339.38,Completed
R1417088,O1727416,P605018,2024-05-09,Size issue,236.35,Pending
R6363603,O4061797,P364468,2024-04-07,Damaged item,1048.23,Pending
R9906063,O4767086,P358495,2024-05-18,Not as described,281.24,Pending
R3316973,O7687298,P764386,2024-07-18,Quality issue,1121.79,Pending
R9444080,O3282127,P135078,2024-10-05,Damaged item,1848.4,Pending
R7564179,O2468197,P330920,2024-01-08,Size issue,2684.12,Completed
R5953984,O5751215,P037127,2024-05-06,Not as described,2384.01,Completed
R5870068,O4029847,P861727,2024-10-17,Size issue,1385.61,Completed
R6579810,O2540790,P230482,2024-11-20,Quality issue,5835.92,Pending
R9887308,O6741513,P711734,2024-02-13,Not as described,1005.03,Pending
R1977011,O3156978,P540293,2024-04-11,Not as described,5252.53,Completed
R9312919,O6818158,P778064,2024-10-02,Quality issue,455.22,Pending
R1434242,O7159676,P540575,2024-08-10,Size issue,995.6,Completed
R6736715,O7459319,P259663,2024-06-15,Not as described,1592.1,Completed
R2227458,O8776409,P009667,2024-11-26,Damaged item,3554.19,Pending
R8884987,O5103556,P690322,2024-02-19,Damaged item,906.49,Pending
R5594298,O9694349,P044947,2024-01-28,Size issue,4144.4,Completed
R4280993,O3781538,P171545,2025-02-02,Damaged item,4439.3,Pending
R4770662,O7485312,P538610,2024-08-24,Not as described,1796.69,Completed
R7630361,O5944799,P072894,2024-03-10,Late delivery,1973.32,Pending
R5315413,O3934248,P757466,2024-03-29,Quality issue,1174.77,Completed
R2489901,O7973861,P650484,2024-08-12,Late delivery,2360.7,Pending
R2262136,O4440722,P169409,2024-09-21,Damaged item,3357.55,Completed
R3282109,O7954422,P300365,2025-01-09,Late delivery,4761.5,Completed
R7425454,O5390883,P371945,2024-08-04,Late delivery,1450.55,Completed
R9419453,O1437618,P100245,2024-06-10,Late delivery,592.26,Pending
R9829367,O4947362,P342507,2024-06-02,Quality issue,2209.21,Completed
R3418282,O4231136,P873743,2024-02-17,Quality issue,2592.81,Pending
R8505792,O2302867,P293972,2024-10-18,Late delivery,218.04,Completed
R5925860,O4775403,P065351,2024-09-27,Not as described,2980.95,Pending
R6998795,O8127800,P782139,2024-12-23,Size issue,3576.01,Pending
R9470632,O6926423,P128687,2024-05-11,Not as described,331.83,Pending
R4824845,O1336817,P340337,2024-06-22,Size issue,840.68,Pending
R2832804,O7433822,P176574,2024-05-02,Color mismatch,6209.87,Completed
R4483140,O2248038,P558763,2024-12-22,Color mismatch,737.67,Pending
R3455804,O9384435,P836683,2024-05-05,Late delivery,2474.78,Pending
R2085802,O6382279,P928797,2024-09-08,Not as described,1525.09,Completed
R9566164,O8431067,P708798,2024-06-26,Late delivery,3056.38,Pending
R5833689,O1857558,P057668,2024-02-26,Quality issue,1259.08,Pending
R5754670,O6622222,P456060,2024-02-12,Late delivery,2524.08,Completed
R6314037,O7161863,P360194,2024-05-24,Color mismatch,1803.43,Pending
R2495836,O8389071,P036098,2024-12-07,Quality issue,1468.53,Pending
R1933860,O8423580,P892460,2024-04-13,Color mismatch,1077.45,Completed
R7388043,O9243054,P698612,2024-01-21,Late delivery,683.1,Pending
R6299693,O6864882,P150374,2024-11-10,Size issue,1685.67,Completed
R1908656,O6317862,P495849,2024-02-15,Not as described,6709.12,Pending
R7057085,O7728355,P899143,2024-03-21,Damaged item,1099.46,Completed
R4977617,O1003884,P042723,2024-02-15,Color mismatch,1226.49,Completed
R1245715,O5159178,P385964,2025-01-27,Not as described,215.5,Pending
R5700350,O2811261,P392582,2024-05-18,Quality issue,789.97,Pending
R1840622,O2660771,P206050,2024-01-28,Quality issue,691.78,Pending
R9705746,O5700269,P225129,2024-10-26,Damaged item,1875.92,Pending
R2472323,O3625030,P477479,2024-11-18,Size issue,1230.16,Pending
R2038224,O9756382,P715151,2024-07-10,Size issue,977.43,Completed
R9154523,O4435705,P065367,2024-03-31,Quality issue,371.53,Completed
R8666470,O6527860,P976897,2024-11-11,Size issue,785.54,Pending
R8057039,O6881276,P925172,2024-12-08,Damaged item,3323.38,Pending
R9119883,O9892047,P250675,2024-03-13,Quality issue,1241.16,Completed
R4071553,O7742477,P487642,2024-04-15,Late delivery,1038.19,Completed
R8447973,O5854963,P874138,2024-01-10,Damaged item,437.75,Completed
R1887048,O4703972,P374914,2024-06-18,Not as described,2733.24,Completed
R3102631,O5215662,P483440,2024-02-05,Quality issue,1957.03,Completed
R3419343,O6655255,P718350,2024-09-08,Color mismatch,1990.22,Pending
R8756443,O8151926,P862999,2024-06-29,Size issue,276.22,Pending
R9454269,O2344632,P292141,2024-10-24,Size issue,806.48,Pending
R6025698,O6288027,P427246,2025-01-25,Color mismatch,638.74,Completed
R3814098,O9172221,P983286,2024-02-10,Damaged item,2266.54,Completed
R2949989,O9707455,P576777,2024-08-16,Late delivery,1898.8,Completed
R2252663,O2672975,P350561,2025-01-14,Late delivery,2351.94,Pending
R2014429,O4745035,P955088,2024-10-13,Quality issue,1527.7,Pending
R7356540,O3515352,P165662,2024-05-11,Late delivery,5052.93,Completed
R7785098,O9209762,P594861,2024-03-18,Color mismatch,3504.21,Completed
R7927986,O3922024,P994337,2025-01-25,Not as described,1327.85,Completed
R2552433,O8511734,P876505,2024-10-12,Quality issue,3240.39,Pending
R9229011,O2891969,P666944,2024-12-06,Size issue,3443.28,Pending
R9518796,O3284462,P252969,2024-12-11,Quality issue,1773.19,Pending
R8807485,O4347541,P419358,2025-02-04,Quality issue,261.89,Completed
R7232498,O8035515,P553769,2024-05-15,Size issue,1802.81,Pending
R2108865,O7964070,P036854,2024-10-20,Not as described,658.53,Completed
R5326005,O2951025,P490403,2024-05-06,Damaged item,327.64,Completed
R5132470,O3978974,P132668,2024-06-26,Quality issue,2814.41,Completed
R1135848,O5144417,P015624,2024-01-23,Damaged item,1107.57,Pending
R9832984,O1881261,P491682,2024-05-31,Damaged item,1643.64,Completed
R8918964,O5370293,P355187,2024-02-20,Late delivery,1121.1,Completed
R1657403,O4887986,P598219,2024-02-24,Size issue,922.13,Pending
R8659973,O9428010,P179034,2024-10-16,Color mismatch,511.9,Pending
R7319411,O5485594,P402836,2024-12-25,Quality issue,1575.98,Completed
R9914218,O4570043,P601717,2024-12-03,Quality issue,1103.26,Pending
R5395101,O4844013,P908077,2024-12-07,Quality issue,3381.91,Completed
R9952531,O8303306,P853754,2024-09-16,Late delivery,728.58,Pending
R7667787,O5279680,P244674,2024-04-09,Color mismatch,1605.11,Pending
R2064263,O5821384,P947638,2024-10-08,Color mismatch,1492.79,Completed
R8607077,O6106715,P874620,2025-01-18,Damaged item,352.79,Pending
R2455198,O8047479,P382332,2024-09-11,Color mismatch,3625.24,Completed
R8968726,O5991820,P945113,2024-11-03,Damaged item,149.89,Pending
R8010533,O3142812,P793992,2024-07-05,Size issue,322.02,Pending
R7653306,O7326113,P269479,2024-04-24,Not as described,3366.1,Completed
R6468862,O9228183,P499356,2024-02-27,Quality issue,2052.52,Pending
R9302895,O4195256,P727510,2024-07-05,Quality issue,1600.91,Completed
R2454072,O9858714,P724372,2024-04-23,Late delivery,4024.65,Completed
R6451375,O2962944,P009416,2024-08-22,Quality issue,725.85,Completed
R3135548,O3061974,P820035,2024-02-01,Late delivery,813.23,Pending
R6537366,O9979828,P341621,2024-11-17,Quality issue,623.37,Pending
R8019476,O3922024,P994337,2025-02-05,Not as described,1458.69,Pending
R7387395,O7273532,P209340,2024-11-15,Quality issue,2388.41,Completed
R9478077,O7299270,P388233,2024-07-02,Quality issue,862.36,Completed
R6586779,O5503839,P337814,2024-02-11,Late delivery,2911.37,Completed
R3217990,O5923572,P085683,2024-04-15,Quality issue,6089.47,Completed
R4435459,O7196735,P217927,2024-03-29,Quality issue,3743.96,Completed
R8941922,O2701867,P296765,2024-10-25,Color mismatch,982.6,Completed
R1660657,O8289982,P683870,2024-10-13,Late delivery,726.65,Pending
R7054924,O5622062,P864823,2024-05-27,Not as described,1886.66,Pending
R1381549,O8349340,P082734,2024-08-17,Late delivery,710.62,Pending
R7228852,O5578042,P169384,2024-07-02,Color mismatch,1357.8,Pending
R9949830,O1520205,P025581,2024-03-04,Color mismatch,4586.46,Completed
R3236848,O7721757,P742250,2024-06-21,Late delivery,3612.8,Completed
R2768885,O8823472,P957809,2024-10-04,Color mismatch,1073.72,Pending
R5812012,O3461382,P497539,2024-06-29,Quality issue,2162.36,Pending
R3378427,O8280608,P915546,2024-07-29,Size issue,3533.08,Completed
R6089628,O3986354,P053225,2024-07-18,Size issue,1267.23,Pending
R3459909,O8470074,P141767,2024-06-26,Damaged item,441.12,Completed
R7794590,O9599297,P025723,2024-10-02,Color mismatch,854.28,Completed
R5169068,O2419335,P325738,2024-04-03,Damaged item,887.66,Pending
R6047655,O7598207,P193690,2024-08-09,Color mismatch,5526.12,Completed
R7030563,O7150581,P837922,2024-04-01,Late delivery,669.49,Pending
R1659305,O5781013,P746352,2024-12-30,Quality issue,3488.52,Completed
R9960731,O2906164,P154250,2024-09-08,Size issue,1568.96,Completed
R1175489,O1174283,P566490,2024-07-10,Color mismatch,1568.36,Pending
R8683605,O4500966,P862259,2024-12-07,Damaged item,1343.46,Completed
R5282343,O3690305,P574257,2025-01-31,Color mismatch,1406.04,Pending
R5352510,O8778532,P689808,2024-04-07,Color mismatch,393.33,Completed
R9109521,O2106986,P928272,2024-08-30,Color mismatch,436.09,Completed
R1810701,O7833425,P043489,2024-11-24,Color mismatch,821.6,Completed
R8873702,O9064910,P133172,2024-06-30,Not as described,818.91,Completed
R4948304,O5389690,P593375,2024-09-04,Damaged item,616.53,Completed
R5774462,O4576010,P857093,2024-11-22,Not as described,4293.12,Pending
R5510718,O2083107,P947112,2024-09-26,Color mismatch,950.08,Pending
R2165500,O2264572,P816493,2024-02-16,Late delivery,3010.92,Completed
R2444225,O6919772,P221217,2025-01-17,Damaged item,1118.43,Completed
R7683403,O7726267,P938570,2024-06-25,Size issue,3352.88,Pending
R7028910,O9760508,P777767,2025-01-26,Late delivery,947.71,Completed
R8648769,O4011497,P538519,2024-10-14,Size issue,1306.86,Completed
R1174623,O5862023,P903281,2024-03-04,Damaged item,1481.66,Pending
R3439857,O7535643,P977916,2024-12-15,Not as described,2590.9,Pending
R1717522,O5887854,P465567,2024-01-22,Quality issue,433.13,Completed
R4922748,O4205645,P348556,2025-01-11,Color mismatch,4369.77,Completed
R9548252,O7224925,P409603,2024-07-07,Quality issue,7029.71,Pending
R8811926,O8149384,P827979,2024-01-18,Color mismatch,425.01,Pending
R4903987,O5871066,P738768,2024-08-11,Quality issue,634.96,Completed
R2438320,O2532338,P868581,2024-01-31,Late delivery,1270.88,Pending
R2092764,O4097682,P043565,2024-12-20,Quality issue,2152.08,Completed
R2959645,O3450380,P079901,2024-04-15,Damaged item,461.96,Pending
R7095413,O1769265,P345832,2025-01-31,Not as described,352.98,Pending
R1015678,O9983658,P985792,2024-02-21,Color mismatch,1393.73,Completed
R6651022,O3072975,P857821,2024-07-29,Quality issue,705.76,Pending
R1543933,O2653074,P253997,2024-03-10,Late delivery,847.65,Pending
R4838138,O2696982,P801619,2024-05-06,Size issue,2492.87,Pending
R6733298,O3233745,P110032,2024-05-16,Color mismatch,4863.72,Completed
R1212402,O3036653,P943900,2024-03-28,Size issue,663.07,Completed
R5854997,O6064712,P884809,2024-10-13,Not as described,984.22,Pending
R4026658,O5472587,P497690,2024-08-18,Damaged item,2829.28,Completed
R8578521,O2610967,P375591,2024-06-18,Not as described,1923.2,Completed
R5809238,O5506718,P230021,2025-02-05,Late delivery,1733.72,Completed
R7274667,O7245156,P733093,2024-06-27,Late delivery,2981.62,Completed
R6625693,O3805288,P636244,2024-09-21,Damaged item,6837.92,Pending
R5473276,O2906164,P154250,2024-09-11,Damaged item,1774.06,Completed
R1888698,O5248884,P654690,2024-02-27,Not as described,437.43,Pending
R9085703,O2412541,P293984,2024-08-10,Color mismatch,381.84,Pending
R9443491,O2099879,P071530,2024-03-17,Size issue,389.35,Completed
R4077299,O3555420,P368531,2024-11-19,Size issue,3982.12,Completed
R9797634,O8904338,P716913,2024-05-31,Not as described,1509.37,Pending
R2685441,O6062496,P781705,2024-05-11,Size issue,1862.48,Pending
R2544547,O4461182,P138960,2024-09-09,Damaged item,1085.39,Pending
R5100116,O4181218,P419770,2024-12-29,Late delivery,1080.59,Pending
R4456478,O4046493,P157745,2024-06-07,Color mismatch,3131.02,Pending
R1948101,O6575188,P097442,2024-01-09,Not as described,3447.55,Completed
R9631157,O6246652,P345485,2024-11-26,Quality issue,3574.35,Completed
R4727242,O9495917,P014463,2024-01-21,Damaged item,1942.93,Completed
R6710515,O5286701,P329402,2024-01-10,Damaged item,2957.02,Completed
R6813818,O4804144,P618306,2024-09-28,Damaged item,334.37,Completed
R3960079,O1903546,P962833,2024-10-01,Color mismatch,322.69,Completed
R6529910,O1822427,P900889,2024-03-15,Late delivery,1281.37,Completed
R6060475,O3227729,P844846,2024-09-29,Not as described,455.08,Completed
R2794881,O9229920,P199751,2024-09-01,Quality issue,3425.85,Completed
R3419793,O3704883,P753542,2024-06-26,Not as described,5333.45,Completed
R8301550,O6882557,P585079,2024-03-18,Color mismatch,777.29,Completed
R1374609,O9643207,P062664,2024-09-28,Late delivery,3804.18,Completed
R8626319,O2371723,P664374,2024-03-25,Color mismatch,981.88,Pending
R8180215,O8399906,P418133,2024-09-17,Damaged item,523.85,Pending
R1115991,O5948770,P718380,2024-12-17,Damaged item,878.36,Pending
R1054762,O2840312,P652732,2024-07-26,Quality issue,1514.93,Completed
R8077031,O4326758,P088667,2024-12-27,Quality issue,4227.92,Pending
R4330289,O2694540,P839531,2024-08-10,Quality issue,631.04,Completed
R4437141,O8209731,P143059,2024-09-28,Not as described,180.92,Pending
R4688767,O9663321,P323727,2024-12-31,Color mismatch,1663.74,Completed
R7269107,O1549301,P312336,2024-07-07,Quality issue,2063.4,Completed
R7942006,O1373346,P735599,2024-08-04,Damaged item,2423.57,Completed
R8502891,O7457600,P664218,2025-01-10,Size issue,328.98,Completed
R7126322,O9350792,P520471,2024-07-11,Quality issue,505.25,Completed
R5419468,O6144477,P624986,2024-07-22,Not as described,128.03,Pending
R1125062,O7326113,P269479,2024-04-19,Color mismatch,4561.63,Completed
R2831710,O5852725,P657905,2024-07-01,Quality issue,5918.26,Pending
R6385743,O1641614,P257008,2024-05-28,Damaged item,1027.47,Completed
R5770382,O2779410,P641329,2024-03-23,Quality issue,2100.6,Completed
R1592521,O5908954,P364044,2024-03-02,Not as described,322.24,Pending
R6147480,O2614994,P057853,2024-12-17,Quality issue,943.81,Completed
R2693616,O2694094,P705739,2024-11-19,Size issue,601.83,Pending
R3176197,O1608793,P137283,2024-07-04,Color mismatch,1185.1,Completed
R6452652,O8430790,P747105,2024-04-14,Not as described,2040.82,Completed
R5270090,O8311176,P814633,2024-10-03,Quality issue,1571.99,Completed
R3503759,O2967454,P531246,2024-11-12,Size issue,1640.83,Completed
R6187794,O1173088,P188746,2024-12-13,Late delivery,2583.5,Pending
R7498701,O7627774,P172904,2025-01-29,Size issue,525.45,Completed
R9307886,O3327314,P555787,2024-12-31,Color mismatch,1025.4,Pending
R6124118,O5494354,P482623,2024-04-13,Color mismatch,644.83,Completed
R2638811,O6227135,P190405,2024-06-04,Damaged item,2056.28,Completed
R1958685,O7304266,P006621,2024-02-27,Color mismatch,4105.63,Pending
R5771542,O9240363,P174497,2024-11-04,Color mismatch,483.49,Pending
R5691866,O5246554,P339658,2024-03-02,Not as described,2140.83,Pending
R1917350,O8175810,P946858,2024-07-03,Quality issue,1208.26,Pending
R1067324,O7152651,P654846,2024-07-30,Quality issue,595.33,Pending
R3446963,O9632257,P773965,2024-12-03,Quality issue,1211.35,Completed
R5708425,O6692794,P124923,2024-02-16,Color mismatch,1316.41,Completed
R4485658,O9367842,P772951,2024-12-23,Color mismatch,4041.07,Completed
R4342615,O2880068,P947881,2024-10-10,Color mismatch,6377.41,Completed
R7259743,O8617820,P068666,2024-06-21,Color mismatch,821.32,Pending
R3846939,O4820713,P169971,2024-11-25,Damaged item,617.72,Pending
R2256148,O1483889,P702367,2024-08-18,Not as described,1153.15,Completed
R9568565,O9079453,P289578,2024-12-21,Damaged item,1788.1,Completed
R6656365,O8163695,P277376,2024-07-03,Not as described,2220.62,Pending
R5929665,O9526086,P789158,2024-04-09,Size issue,1627.87,Completed
R4018395,O5789430,P369332,2024-05-17,Size issue,640.86,Completed
R6442612,O8112335,P947759,2025-01-02,Quality issue,1240.93,Completed
R1141732,O3847697,P066128,2024-08-12,Color mismatch,779.31,Pending
R7014904,O6692300,P302731,2024-12-18,Quality issue,1840.93,Pending
R8455522,O4979756,P439150,2024-12-08,Not as described,1075.93,Completed
R7657329,O1670939,P114893,2024-05-24,Late delivery,373.41,Completed
R5904489,O2010504,P187589,2024-08-04,Not as described,1303.24,Pending
R3876175,O5591671,P883858,2024-10-01,Damaged item,888.11,Pending
R7167786,O1676796,P172013,2024-12-28,Not as described,2280.58,Pending
R1629476,O3613153,P583768,2024-07-22,Damaged item,2584.22,Pending
R2238612,O5896282,P635518,2024-06-12,Late delivery,1389.64,Completed
R2731760,O2921556,P716235,2024-06-22,Damaged item,927.18,Completed
R2174731,O4697058,P751162,2024-06-18,Late delivery,479.11,Completed
R9523923,O8110446,P287784,2024-07-10,Not as described,160.78,Pending
R1129878,O3006747,P435144,2025-02-10,Quality issue,862.7,Completed
R8468972,O3437340,P900186,2024-04-29,Not as described,739.55,Completed
R5783811,O7053629,P225998,2024-08-18,Not as described,3826.82,Pending
R4967156,O2326496,P414557,2024-09-30,Quality issue,1353.06,Completed
R7520886,O5612296,P427338,2024-06-24,Damaged item,2794.07,Pending
R1482746,O9983390,P436532,2024-11-18,Late delivery,1797.79,Pending
R7543391,O2075582,P459368,2024-05-07,Color mismatch,879.34,Pending
R2480689,O9012100,P150374,2024-08-29,Quality issue,1196.88,Completed
R2753674,O9030133,P578493,2024-12-31,Late delivery,3528.68,Pending
R2383581,O3623390,P780507,2025-02-02,Color mismatch,1863.97,Pending
R7582575,O4366978,P133386,2024-05-15,Size issue,1957.04,Completed
R5900350,O2858765,P838370,2025-01-21,Damaged item,2741.35,Completed
R8719815,O8440843,P905601,2024-12-18,Late delivery,2772.91,Completed
R5142767,O8626078,P403284,2024-07-31,Size issue,1998.75,Pending
R5757003,O6994556,P589928,2024-05-02,Size issue,456.73,Completed
R9928919,O3382563,P058508,2024-06-07,Not as described,914.93,Pending
R8163761,O4564653,P763207,2024-03-06,Damaged item,1051.52,Completed
R9864639,O1336817,P340337,2024-06-26,Damaged item,937.88,Pending
R8848427,O9659409,P619014,2024-07-08,Size issue,2082.92,Completed
R3494243,O6042785,P375423,2024-12-03,Size issue,1470.17,Completed
R5957715,O5269857,P292331,2024-06-23,Damaged item,1204.09,Completed
R5591468,O3134223,P398932,2024-07-16,Late delivery,3094.59,Completed
R1507807,O5298956,P393480,2024-03-10,Size issue,4777.58,Pending
R6164273,O7224925,P409603,2024-06-27,Size issue,6059.84,Completed
R4946316,O8809949,P798826,2024-10-27,Quality issue,467.76,Pending
R8822415,O3933115,P291445,2024-11-29,Quality issue,2003.04,Pending
R6703730,O8216630,P640951,2024-02-28,Damaged item,2573.39,Completed
R4472230,O7947572,P130156,2024-12-04,Quality issue,838.3,Completed
R7434160,O6569439,P353470,2025-01-22,Quality issue,5691.9,Completed
R5132950,O2537568,P242642,2024-02-19,Damaged item,830.94,Completed
R5771372,O5445925,P980070,2024-01-27,Size issue,1426.48,Completed
R6495533,O6711049,P896660,2025-01-20,Quality issue,1850.72,Pending
R2614680,O1051484,P499888,2024-11-03,Color mismatch,4326.66,Completed
R5476803,O8420358,P339837,2025-02-09,Damaged item,2114.88,Pending
R3713207,O5514747,P358310,2024-04-16,Not as described,661.21,Completed
R3608929,O6629135,P336389,2024-05-20,Not as described,2167.07,Completed
R7787284,O6669546,P355266,2024-04-02,Color mismatch,468.93,Completed
R3363258,O7576519,P226043,2024-02-04,Color mismatch,797.88,Pending
R7447103,O3198419,P220300,2024-03-28,Damaged item,3297.8,Completed
R6049182,O1537043,P935516,2024-06-23,Not as described,282.54,Completed
R5758209,O8752054,P491059,2024-04-04,Size issue,3624.87,Completed
R6842123,O1152453,P129754,2024-08-09,Not as described,3070.51,Pending
R6789286,O9282191,P212896,2024-10-15,Quality issue,718.61,Pending
R1976728,O8536569,P344519,2024-08-26,Not as described,645.18,Pending
R7567089,O3442767,P284920,2024-03-03,Late delivery,4380.74,Completed
R6762049,O9589575,P398932,2024-04-09,Late delivery,2427.71,Pending
R1673696,O6149713,P485081,2024-03-04,Size issue,636.04,Pending
R7469843,O8797756,P430877,2024-02-04,Damaged item,1313.99,Completed
R1665956,O6504351,P785021,2024-11-16,Damaged item,371.88,Pending
R1991937,O5898140,P654561,2025-02-06,Color mismatch,1346.56,Completed
R7132873,O7573332,P944877,2025-01-11,Color mismatch,1239.04,Pending
R2713302,O7976728,P665853,2024-08-30,Not as described,3226.37,Pending
R8467877,O4895955,P242942,2024-03-09,Not as described,1546.66,Pending
R1943154,O6287219,P175168,2025-02-09,Not as described,518.4,Pending
R1857226,O6858310,P481580,2024-01-28,Quality issue,840.98,Completed
R2637175,O6233600,P882038,2024-02-05,Color mismatch,436.73,Pending
R9892868,O2679761,P433450,2024-04-11,Not as described,1368.57,Pending
R7319895,O6401926,P994149,2024-01-18,Not as described,264.83,Completed
R8041666,O9181114,P900186,2024-06-27,Color mismatch,752.5,Completed
R1174373,O6159859,P475578,2024-02-03,Not as described,1086.89,Pending
R9717969,O5001209,P165602,2024-05-03,Damaged item,1462.11,Completed
R8038789,O5947097,P460757,2024-05-22,Color mismatch,3370.9,Completed
R6083974,O7186687,P193711,2024-10-17,Size issue,3453.5,Pending
R4804790,O4527408,P148452,2024-08-09,Size issue,690.93,Pending
R4101674,O5671663,P789805,2024-08-14,Not as described,2583.19,Pending
R7366230,O4306541,P454762,2024-09-26,Quality issue,5132.9,Completed
R7937043,O7225637,P896263,2024-03-13,Not as described,6754.98,Completed
R1542551,O9706803,P004193,2024-12-07,Size issue,818.78,Pending
R4258304,O3781538,P171545,2025-02-11,Damaged item,3628.92,Pending
R8634573,O6350874,P029017,2024-05-16,Not as described,2462.16,Pending
R9601388,O4971806,P938774,2025-01-15,Size issue,925.2,Pending
R8653649,O7814287,P766572,2025-01-07,Late delivery,857.22,Completed
R7810427,O6135868,P147014,2024-08-07,Damaged item,931.83,Completed
R4619309,O4484688,P636506,2024-07-03,Damaged item,708.19,Pending
R9313382,O9730966,P779374,2025-02-02,Color mismatch,1266.28,Pending
R9521358,O1276529,P932958,2024-03-22,Size issue,2039.58,Pending
R2361014,O5666541,P038291,2024-04-25,Not as described,2684.63,Completed
R3941643,O5685305,P514192,2024-11-08,Not as described,5874.54,Pending
R4994257,O9385536,P802944,2024-03-22,Size issue,791.93,Pending
R3287898,O9744012,P730486,2024-10-10,Quality issue,4331.63,Pending
R6338548,O3960617,P226272,2024-08-19,Not as described,1813.42,Pending
R3757546,O4855910,P634244,2024-03-04,Quality issue,1422.3,Completed
R9079772,O6500709,P151977,2024-01-21,Quality issue,695.56,Pending
R4770490,O4520446,P796938,2024-03-15,Quality issue,1999.15,Pending
R5983210,O6656461,P910210,2024-02-17,Size issue,878.98,Pending
R3148737,O7512399,P713389,2024-06-10,Quality issue,1677.2,Completed
R8903125,O3128174,P964256,2024-08-16,Quality issue,1318.6,Completed
R6054587,O9186472,P330391,2024-09-25,Size issue,1132.26,Completed
R6340500,O6246570,P675012,2024-02-22,Late delivery,706.8,Pending
R4961381,O9091836,P358310,2024-07-29,Color mismatch,2362.36,Pending
R3759935,O4946404,P986536,2024-01-25,Quality issue,6979.53,Completed
R8578471,O6341921,P530257,2024-12-22,Size issue,2274.2,Completed
R6551537,O3084769,P074420,2024-08-09,Size issue,2279.82,Pending
R4348269,O8153073,P175109,2024-06-03,Damaged item,503.24,Pending
R6565616,O5840666,P383060,2024-08-13,Quality issue,2086.76,Pending
R7438441,O7889708,P103974,2024-08-15,Damaged item,1986.29,Completed
R6190877,O4466198,P589327,2024-08-29,Damaged item,2549.73,Completed
R8071937,O4874279,P027957,2024-08-01,Not as described,2243.96,Pending
R3540704,O4524473,P925115,2024-10-02,Damaged item,947.13,Completed
R9443115,O5182157,P927161,2025-01-24,Color mismatch,3813.95,Completed
R7906298,O1781813,P397093,2024-05-26,Color mismatch,1668.22,Pending
R8889616,O3214430,P644878,2024-10-04,Late delivery,1836.17,Pending
R2549129,O1016729,P431127,2024-02-24,Not as described,934.62,Completed
R6892710,O7381678,P329402,2024-07-25,Size issue,426.03,Pending
