product_id,product_name,brand,category,sub_category,gender,mrp,discount_pct,selling_price
P791215,Product_9851,Brand_24,Clothing,Kids' Clothing,Female,1999,10,1799.1
P156976,Product_6659,Brand_47,Clothing,Men's Clothing,Girl Kid,699,30,489.3
P348294,Product_9657,Brand_18,Footwear,Men's Footwear,Girl Kid,1999,30,1399.3
P274445,Product_7514,Brand_5,Clothing,Kids' Clothing,Unisex,2499,15,2124.15
P823530,Product_2791,Brand_35,Pet Supplies,Grooming & Care,Unisex,699,50,349.5
P652819,Product_4309,Brand_42,Footwear,Women's Footwear,Female,499,10,449.1
P508305,Product_3494,Brand_48,Clothing,Women's Clothing,Girl Kid,1299,10,1169.1
P103979,Product_3244,Brand_41,Clothing,Men's Clothing,Girl Kid,2499,15,2124.15
P214746,Product_4388,Brand_24,Clothing,Men's Clothing,Unisex,1499,30,1049.3
P083620,Product_8181,Brand_22,Furniture,Living Room Furniture,Unisex,1999,15,1699.15
P679359,Product_4942,Brand_32,Footwear,Men's Footwear,Girl Kid,2499,40,1499.4
P974950,Product_5260,Brand_47,Clothing,Kids' Clothing,Female,2499,25,1874.25
P921483,Product_9718,Brand_39,Footwear,Women's Footwear,Male,1299,15,1104.15
P549313,Product_1265,Brand_26,Footwear,Women's Footwear,Unisex,1999,5,1899.05
P280720,Product_2030,Brand_36,Clothing,Women's Clothing,Girl Kid,2499,25,1874.25
P994832,Product_7961,Brand_23,Furniture,Living Room Furniture,Male,999,30,699.3
P538829,Product_8019,Brand_21,Footwear,Men's Footwear,Male,2499,30,1749.3
P964386,Product_9286,Brand_19,Clothing,Kids' Clothing,Boy Kid,1299,20,1039.2
P633400,Product_1036,Brand_35,Pet Supplies,Grooming & Care,Female,2499,50,1249.5
P733058,Product_4275,Brand_40,Clothing,Kids' Clothing,Unisex,999,15,849.15
P369598,Product_8646,Brand_31,Footwear,Women's Footwear,Unisex,1299,25,974.25
P213620,Product_1674,Brand_34,Furniture,Living Room Furniture,Unisex,699,40,419.4
P275781,Product_2294,Brand_9,Furniture,Living Room Furniture,Male,699,25,524.25
P011345,Product_4404,Brand_18,Clothing,Women's Clothing,Unisex,499,20,399.2
P627468,Product_5682,Brand_24,Clothing,Men's Clothing,Female,2499,30,1749.3
P870137,Product_1989,Brand_43,Pet Supplies,Grooming & Care,Boy Kid,499,40,299.4
P271035,Product_7132,Brand_32,Pet Supplies,Grooming & Care,Unisex,999,30,699.3
P925106,Product_6625,Brand_18,Clothing,Men's Clothing,Male,1499,5,1424.05
P161741,Product_9006,Brand_11,Furniture,Living Room Furniture,Unisex,499,20,399.2
P550447,Product_4358,Brand_49,Footwear,Men's Footwear,Female,1499,20,1199.2
P937366,Product_5977,Brand_9,Clothing,Kids' Clothing,Unisex,499,40,299.4
P574089,Product_6566,Brand_33,Footwear,Men's Footwear,Male,1499,40,899.4
P022934,Product_9628,Brand_43,Footwear,Men's Footwear,Female,499,50,249.5
P525285,Product_7994,Brand_48,Footwear,Women's Footwear,Boy Kid,2499,40,1499.4
P335023,Product_6977,Brand_28,Footwear,Women's Footwear,Unisex,1999,50,999.5
P634088,Product_1612,Brand_18,Pet Supplies,Grooming & Care,Unisex,499,15,424.15
P429814,Product_2164,Brand_13,Clothing,Women's Clothing,Boy Kid,499,10,449.1
P387436,Product_7623,Brand_35,Footwear,Men's Footwear,Female,699,20,559.2
P049130,Product_3440,Brand_24,Furniture,Living Room Furniture,Boy Kid,1999,10,1799.1
P994907,Product_7955,Brand_15,Footwear,Men's Footwear,Girl Kid,699,40,419.4
P906530,Product_1509,Brand_41,Clothing,Women's Clothing,Girl Kid,1999,20,1599.2
P641011,Product_7898,Brand_50,Clothing,Women's Clothing,Boy Kid,1999,50,999.5
P111226,Product_8611,Brand_47,Clothing,Women's Clothing,Boy Kid,1299,40,779.4
P171968,Product_7339,Brand_22,Clothing,Kids' Clothing,Girl Kid,699,50,349.5
P222021,Product_8971,Brand_39,Footwear,Men's Footwear,Unisex,499,30,349.3
P242879,Product_4712,Brand_39,Footwear,Women's Footwear,Girl Kid,1999,40,1199.4
P389089,Product_9420,Brand_27,Clothing,Women's Clothing,Male,1999,15,1699.15
P916497,Product_3665,Brand_19,Furniture,Living Room Furniture,Female,1999,25,1499.25
P041642,Product_9084,Brand_25,Pet Supplies,Grooming & Care,Boy Kid,999,40,599.4
P099157,Product_1867,Brand_17,Clothing,Kids' Clothing,Unisex,999,5,949.05
P033151,Product_1344,Brand_24,Footwear,Women's Footwear,Female,2499,30,1749.3
P585909,Product_6217,Brand_18,Pet Supplies,Grooming & Care,Unisex,699,10,629.1
P892460,Product_7309,Brand_39,Clothing,Kids' Clothing,Girl Kid,1999,30,1399.3
P638959,Product_1035,Brand_30,Clothing,Women's Clothing,Male,499,40,299.4
P813898,Product_7538,Brand_8,Footwear,Women's Footwear,Male,999,25,749.25
P664020,Product_7129,Brand_2,Pet Supplies,Grooming & Care,Boy Kid,1999,5,1899.05
P051601,Product_1529,Brand_24,Clothing,Women's Clothing,Male,1999,30,1399.3
P558457,Product_1079,Brand_39,Furniture,Living Room Furniture,Female,2499,25,1874.25
P491511,Product_1688,Brand_22,Footwear,Women's Footwear,Female,2499,40,1499.4
P012393,Product_8249,Brand_8,Clothing,Men's Clothing,Male,1299,25,974.25
P875675,Product_8389,Brand_7,Clothing,Women's Clothing,Boy Kid,1499,50,749.5
P558235,Product_3876,Brand_6,Pet Supplies,Grooming & Care,Girl Kid,1499,30,1049.3
P609896,Product_2139,Brand_31,Footwear,Men's Footwear,Male,499,10,449.1
P880494,Product_3798,Brand_21,Footwear,Men's Footwear,Boy Kid,1999,40,1199.4
P731394,Product_6502,Brand_21,Clothing,Women's Clothing,Boy Kid,1499,50,749.5
P029393,Product_4763,Brand_21,Furniture,Living Room Furniture,Male,699,30,489.3
P593540,Product_6158,Brand_46,Footwear,Women's Footwear,Male,2499,50,1249.5
P403284,Product_4326,Brand_6,Clothing,Men's Clothing,Boy Kid,699,25,524.25
P828866,Product_7493,Brand_47,Clothing,Kids' Clothing,Boy Kid,699,20,559.2
P378300,Product_1505,Brand_34,Clothing,Women's Clothing,Boy Kid,1299,5,1234.05
P039257,Product_3761,Brand_42,Footwear,Women's Footwear,Male,699,15,594.15
P504142,Product_9761,Brand_19,Pet Supplies,Grooming & Care,Girl Kid,1299,30,909.3
P603595,Product_4933,Brand_2,Furniture,Living Room Furniture,Unisex,1499,30,1049.3
P139217,Product_8924,Brand_3,Footwear,Men's Footwear,Female,2499,30,1749.3
P023027,Product_2776,Brand_33,Clothing,Kids' Clothing,Female,2499,15,2124.15
P521576,Product_8147,Brand_20,Clothing,Men's Clothing,Boy Kid,1499,15,1274.15
P268004,Product_3818,Brand_9,Pet Supplies,Grooming & Care,Unisex,699,25,524.25
P773317,Product_7330,Brand_44,Clothing,Women's Clothing,Unisex,499,25,374.25
P183500,Product_4259,Brand_21,Furniture,Living Room Furniture,Unisex,699,10,629.1
P403994,Product_2487,Brand_14,Furniture,Living Room Furniture,Unisex,1999,20,1599.2
P121558,Product_9224,Brand_1,Clothing,Kids' Clothing,Male,2499,40,1499.4
P523142,Product_6316,Brand_21,Clothing,Men's Clothing,Male,1999,30,1399.3
P204995,Product_1362,Brand_12,Pet Supplies,Grooming & Care,Female,1999,5,1899.05
P913015,Product_8783,Brand_29,Clothing,Kids' Clothing,Girl Kid,1999,50,999.5
P329842,Product_6860,Brand_50,Clothing,Women's Clothing,Boy Kid,1499,40,899.4
P210885,Product_8502,Brand_47,Clothing,Kids' Clothing,Unisex,1299,10,1169.1
P180768,Product_4021,Brand_8,Clothing,Women's Clothing,Boy Kid,1499,40,899.4
P065367,Product_4981,Brand_13,Footwear,Men's Footwear,Male,499,15,424.15
P619973,Product_7952,Brand_9,Footwear,Men's Footwear,Male,499,20,399.2
P941340,Product_4068,Brand_34,Clothing,Kids' Clothing,Boy Kid,1299,30,909.3
P735599,Product_7566,Brand_43,Clothing,Women's Clothing,Female,999,30,699.3
P820853,Product_1973,Brand_36,Pet Supplies,Grooming & Care,Girl Kid,2499,40,1499.4
P217830,Product_8357,Brand_16,Footwear,Men's Footwear,Girl Kid,2499,50,1249.5
P252969,Product_6817,Brand_6,Clothing,Women's Clothing,Girl Kid,1299,20,1039.2
P055276,Product_2711,Brand_47,Clothing,Women's Clothing,Male,999,50,499.5
P402380,Product_6247,Brand_17,Clothing,Men's Clothing,Unisex,1999,5,1899.05
P032520,Product_9736,Brand_9,Footwear,Men's Footwear,Female,1999,15,1699.15
P553841,Product_4228,Brand_41,Clothing,Men's Clothing,Girl Kid,1499,10,1349.1
P316316,Product_5671,Brand_22,Clothing,Men's Clothing,Unisex,999,25,749.25
P061172,Product_6808,Brand_17,Pet Supplies,Grooming & Care,Unisex,2499,25,1874.25
P359673,Product_6705,Brand_44,Pet Supplies,Grooming & Care,Unisex,1999,40,1199.4
P935087,Product_8647,Brand_24,Clothing,Men's Clothing,Girl Kid,1299,30,909.3
P659230,Product_2090,Brand_18,Clothing,Men's Clothing,Unisex,699,50,349.5
P556103,Product_6944,Brand_1,Furniture,Living Room Furniture,Female,699,10,629.1
P825191,Product_9643,Brand_19,Pet Supplies,Grooming & Care,Unisex,999,50,499.5
P054557,Product_4664,Brand_1,Clothing,Kids' Clothing,Female,2499,10,2249.1
P535205,Product_3701,Brand_32,Footwear,Men's Footwear,Girl Kid,2499,20,1999.2
P650908,Product_9798,Brand_33,Furniture,Living Room Furniture,Girl Kid,699,30,489.3
P121946,Product_5424,Brand_3,Footwear,Women's Footwear,Male,699,5,664.05
P343097,Product_7641,Brand_17,Pet Supplies,Grooming & Care,Unisex,699,10,629.1
P803021,Product_3953,Brand_10,Footwear,Men's Footwear,Boy Kid,699,15,594.15
P557549,Product_6997,Brand_34,Furniture,Living Room Furniture,Female,2499,15,2124.15
P195466,Product_4170,Brand_7,Clothing,Women's Clothing,Girl Kid,2499,15,2124.15
P080786,Product_2661,Brand_48,Footwear,Women's Footwear,Boy Kid,2499,5,2374.05
P889230,Product_8282,Brand_12,Clothing,Kids' Clothing,Unisex,499,25,374.25
P671089,Product_7680,Brand_44,Clothing,Kids' Clothing,Unisex,499,50,249.5
P596649,Product_9152,Brand_35,Clothing,Women's Clothing,Girl Kid,699,30,489.3
P064120,Product_4381,Brand_15,Clothing,Women's Clothing,Male,1999,10,1799.1
P030642,Product_7548,Brand_8,Clothing,Women's Clothing,Unisex,1499,5,1424.05
P121249,Product_7850,Brand_32,Clothing,Kids' Clothing,Male,499,30,349.3
P853174,Product_9229,Brand_13,Clothing,Women's Clothing,Male,699,30,489.3
P842112,Product_8252,Brand_34,Clothing,Women's Clothing,Girl Kid,499,15,424.15
P500086,Product_6225,Brand_29,Clothing,Kids' Clothing,Girl Kid,2499,40,1499.4
P656259,Product_1305,Brand_43,Clothing,Men's Clothing,Girl Kid,2499,30,1749.3
P976248,Product_4431,Brand_1,Clothing,Men's Clothing,Male,1499,30,1049.3
P804763,Product_5682,Brand_22,Clothing,Women's Clothing,Boy Kid,2499,50,1249.5
P908555,Product_1648,Brand_46,Clothing,Kids' Clothing,Female,1499,5,1424.05
P501790,Product_7220,Brand_23,Clothing,Kids' Clothing,Girl Kid,699,40,419.4
P147028,Product_2777,Brand_36,Clothing,Men's Clothing,Male,1499,5,1424.05
P838719,Product_4636,Brand_24,Clothing,Kids' Clothing,Male,1999,30,1399.3
P967682,Product_6606,Brand_8,Clothing,Men's Clothing,Girl Kid,999,40,599.4
P690177,Product_3257,Brand_33,Footwear,Women's Footwear,Male,1299,30,909.3
P182846,Product_1908,Brand_38,Clothing,Kids' Clothing,Female,499,15,424.15
P438386,Product_1515,Brand_18,Clothing,Women's Clothing,Male,1499,10,1349.1
P984466,Product_6984,Brand_15,Furniture,Living Room Furniture,Girl Kid,1499,15,1274.15
P001050,Product_4034,Brand_11,Furniture,Living Room Furniture,Male,2499,10,2249.1
P702098,Product_7181,Brand_50,Clothing,Women's Clothing,Girl Kid,699,30,489.3
P022914,Product_8510,Brand_17,Footwear,Men's Footwear,Girl Kid,999,15,849.15
P199751,Product_9109,Brand_9,Pet Supplies,Grooming & Care,Unisex,1999,20,1599.2
P962833,Product_6059,Brand_36,Clothing,Women's Clothing,Boy Kid,999,40,599.4
P394007,Product_4524,Brand_15,Footwear,Men's Footwear,Girl Kid,999,25,749.25
P320304,Product_3870,Brand_27,Clothing,Kids' Clothing,Girl Kid,1999,50,999.5
P066766,Product_1823,Brand_6,Pet Supplies,Grooming & Care,Girl Kid,1299,30,909.3
P250752,Product_5818,Brand_40,Clothing,Women's Clothing,Boy Kid,2499,25,1874.25
P710575,Product_6976,Brand_47,Clothing,Women's Clothing,Girl Kid,699,10,629.1
P937310,Product_4797,Brand_7,Footwear,Men's Footwear,Unisex,1299,10,1169.1
P613684,Product_3370,Brand_17,Clothing,Women's Clothing,Unisex,1499,40,899.4
P414997,Product_4326,Brand_14,Footwear,Women's Footwear,Unisex,999,5,949.05
P597868,Product_2063,Brand_37,Clothing,Kids' Clothing,Boy Kid,499,20,399.2
P366814,Product_8724,Brand_47,Furniture,Living Room Furniture,Male,1499,15,1274.15
P561219,Product_6630,Brand_6,Footwear,Men's Footwear,Unisex,1499,40,899.4
P793726,Product_2065,Brand_35,Footwear,Men's Footwear,Female,499,50,249.5
P722027,Product_1479,Brand_12,Clothing,Men's Clothing,Male,699,15,594.15
P773923,Product_4752,Brand_23,Furniture,Living Room Furniture,Unisex,999,15,849.15
P506855,Product_4031,Brand_24,Footwear,Men's Footwear,Boy Kid,499,25,374.25
P489056,Product_7700,Brand_14,Clothing,Kids' Clothing,Male,1299,5,1234.05
P112173,Product_5462,Brand_11,Clothing,Men's Clothing,Female,499,25,374.25
P928272,Product_1687,Brand_26,Clothing,Women's Clothing,Male,699,20,559.2
P364468,Product_3314,Brand_22,Pet Supplies,Grooming & Care,Male,699,50,349.5
P585511,Product_3698,Brand_19,Footwear,Women's Footwear,Girl Kid,1499,30,1049.3
P423914,Product_1647,Brand_44,Footwear,Men's Footwear,Girl Kid,699,50,349.5
P721716,Product_9733,Brand_3,Footwear,Men's Footwear,Female,1499,5,1424.05
P605488,Product_7404,Brand_29,Clothing,Women's Clothing,Female,1299,50,649.5
P839430,Product_6192,Brand_12,Clothing,Women's Clothing,Female,999,40,599.4
P285195,Product_1166,Brand_2,Clothing,Men's Clothing,Boy Kid,499,15,424.15
P490403,Product_6729,Brand_6,Footwear,Women's Footwear,Male,699,20,559.2
P934410,Product_8509,Brand_9,Clothing,Women's Clothing,Girl Kid,699,5,664.05
P436834,Product_2242,Brand_30,Clothing,Kids' Clothing,Female,1299,10,1169.1
P556495,Product_1944,Brand_32,Pet Supplies,Grooming & Care,Male,2499,25,1874.25
P341230,Product_4187,Brand_3,Pet Supplies,Grooming & Care,Female,499,50,249.5
P987693,Product_4038,Brand_35,Pet Supplies,Grooming & Care,Male,499,40,299.4
P580646,Product_8338,Brand_19,Clothing,Kids' Clothing,Female,1999,15,1699.15
P442138,Product_8974,Brand_33,Clothing,Men's Clothing,Female,499,30,349.3
P580028,Product_2696,Brand_33,Clothing,Men's Clothing,Male,1999,40,1199.4
P863450,Product_9090,Brand_46,Footwear,Men's Footwear,Boy Kid,699,20,559.2
P903124,Product_5161,Brand_34,Clothing,Kids' Clothing,Boy Kid,999,5,949.05
P419009,Product_3058,Brand_17,Clothing,Men's Clothing,Male,499,50,249.5
P589005,Product_5957,Brand_39,Pet Supplies,Grooming & Care,Unisex,2499,5,2374.05
P857779,Product_3382,Brand_45,Footwear,Women's Footwear,Boy Kid,499,5,474.05
P793818,Product_5230,Brand_39,Footwear,Women's Footwear,Unisex,699,40,419.4
P847725,Product_8160,Brand_37,Furniture,Living Room Furniture,Girl Kid,999,20,799.2
P157822,Product_4022,Brand_8,Footwear,Men's Footwear,Male,699,40,419.4
P386962,Product_2564,Brand_43,Furniture,Living Room Furniture,Boy Kid,499,10,449.1
P427285,Product_4847,Brand_50,Pet Supplies,Grooming & Care,Unisex,699,30,489.3
P235072,Product_5810,Brand_46,Footwear,Women's Footwear,Unisex,1299,15,1104.15
P086811,Product_1035,Brand_29,Pet Supplies,Grooming & Care,Male,1499,50,749.5
P284799,Product_7298,Brand_40,Furniture,Living Room Furniture,Female,1999,50,999.5
P121611,Product_3752,Brand_14,Clothing,Women's Clothing,Unisex,699,25,524.25
P680767,Product_7055,Brand_41,Clothing,Men's Clothing,Boy Kid,999,30,699.3
P552077,Product_1896,Brand_34,Footwear,Men's Footwear,Unisex,1299,25,974.25
P869612,Product_7741,Brand_20,Footwear,Men's Footwear,Girl Kid,699,20,559.2
P424173,Product_9768,Brand_27,Footwear,Women's Footwear,Girl Kid,699,25,524.25
P268856,Product_9040,Brand_44,Clothing,Kids' Clothing,Female,1999,10,1799.1
P856591,Product_5836,Brand_37,Clothing,Women's Clothing,Boy Kid,1999,20,1599.2
P150271,Product_1721,Brand_1,Clothing,Women's Clothing,Female,1499,25,1124.25
P885753,Product_3059,Brand_47,Clothing,Men's Clothing,Unisex,2499,25,1874.25
P938057,Product_3609,Brand_49,Clothing,Men's Clothing,Boy Kid,1999,30,1399.3
P792841,Product_5002,Brand_18,Footwear,Men's Footwear,Unisex,499,50,249.5
P639581,Product_9349,Brand_30,Clothing,Kids' Clothing,Female,999,5,949.05
P680151,Product_7624,Brand_40,Footwear,Women's Footwear,Female,1299,30,909.3
P151894,Product_7655,Brand_23,Footwear,Men's Footwear,Boy Kid,1299,15,1104.15
P069314,Product_7165,Brand_49,Clothing,Kids' Clothing,Female,699,25,524.25
P698362,Product_9884,Brand_16,Clothing,Women's Clothing,Girl Kid,1499,20,1199.2
P744860,Product_5140,Brand_28,Clothing,Men's Clothing,Male,1299,25,974.25
P866019,Product_3430,Brand_18,Pet Supplies,Grooming & Care,Male,699,20,559.2
P340446,Product_3559,Brand_10,Furniture,Living Room Furniture,Boy Kid,1999,20,1599.2
P527753,Product_8254,Brand_21,Clothing,Women's Clothing,Girl Kid,1299,5,1234.05
P396767,Product_7802,Brand_43,Clothing,Men's Clothing,Male,699,50,349.5
P342410,Product_8655,Brand_2,Clothing,Men's Clothing,Boy Kid,1299,30,909.3
P983185,Product_3171,Brand_37,Clothing,Women's Clothing,Girl Kid,2499,30,1749.3
P842429,Product_4091,Brand_12,Clothing,Women's Clothing,Male,1499,10,1349.1
P953677,Product_8481,Brand_9,Pet Supplies,Grooming & Care,Male,1299,30,909.3
P763423,Product_1917,Brand_32,Clothing,Kids' Clothing,Male,1499,50,749.5
P799993,Product_3404,Brand_43,Furniture,Living Room Furniture,Male,499,5,474.05
P057474,Product_7159,Brand_8,Footwear,Women's Footwear,Girl Kid,1299,50,649.5
P338668,Product_8681,Brand_10,Pet Supplies,Grooming & Care,Unisex,499,50,249.5
P318394,Product_5539,Brand_34,Pet Supplies,Grooming & Care,Girl Kid,999,30,699.3
P459527,Product_5430,Brand_37,Pet Supplies,Grooming & Care,Girl Kid,1299,5,1234.05
P047168,Product_1040,Brand_40,Furniture,Living Room Furniture,Boy Kid,999,25,749.25
P046507,Product_2595,Brand_5,Furniture,Living Room Furniture,Male,1999,10,1799.1
P038442,Product_2215,Brand_50,Clothing,Men's Clothing,Girl Kid,999,40,599.4
P011640,Product_2064,Brand_36,Footwear,Women's Footwear,Female,2499,30,1749.3
P949578,Product_6362,Brand_38,Footwear,Women's Footwear,Male,999,15,849.15
P902206,Product_2407,Brand_23,Footwear,Women's Footwear,Male,999,30,699.3
P720565,Product_9092,Brand_2,Footwear,Men's Footwear,Boy Kid,499,25,374.25
P214319,Product_3029,Brand_18,Pet Supplies,Grooming & Care,Unisex,1299,20,1039.2
P566593,Product_5901,Brand_14,Pet Supplies,Grooming & Care,Unisex,999,20,799.2
P456327,Product_3814,Brand_34,Footwear,Women's Footwear,Female,699,5,664.05
P057534,Product_8187,Brand_22,Footwear,Men's Footwear,Boy Kid,999,25,749.25
P617581,Product_3811,Brand_11,Clothing,Men's Clothing,Male,499,30,349.3
P932617,Product_9151,Brand_43,Clothing,Women's Clothing,Unisex,1299,50,649.5
P264610,Product_4510,Brand_6,Clothing,Women's Clothing,Boy Kid,1299,50,649.5
P407260,Product_5005,Brand_29,Pet Supplies,Grooming & Care,Boy Kid,499,15,424.15
P889144,Product_9307,Brand_15,Footwear,Women's Footwear,Female,699,20,559.2
P054500,Product_7251,Brand_31,Clothing,Women's Clothing,Male,2499,15,2124.15
P489883,Product_1919,Brand_34,Footwear,Men's Footwear,Boy Kid,699,40,419.4
P202044,Product_5619,Brand_30,Clothing,Women's Clothing,Female,2499,15,2124.15
P341153,Product_6954,Brand_28,Pet Supplies,Grooming & Care,Female,499,5,474.05
P800274,Product_1126,Brand_37,Footwear,Women's Footwear,Female,999,5,949.05
P563824,Product_9886,Brand_34,Clothing,Kids' Clothing,Boy Kid,2499,25,1874.25
P255696,Product_5897,Brand_35,Clothing,Men's Clothing,Boy Kid,999,15,849.15
P244287,Product_9630,Brand_21,Footwear,Men's Footwear,Girl Kid,499,30,349.3
P336885,Product_3185,Brand_41,Footwear,Men's Footwear,Boy Kid,1999,10,1799.1
P626414,Product_7765,Brand_7,Pet Supplies,Grooming & Care,Boy Kid,1299,5,1234.05
P993356,Product_9624,Brand_18,Pet Supplies,Grooming & Care,Unisex,699,5,664.05
P398593,Product_8889,Brand_6,Clothing,Men's Clothing,Female,1299,25,974.25
P072748,Product_9316,Brand_35,Clothing,Women's Clothing,Female,699,10,629.1
P246221,Product_2245,Brand_30,Furniture,Living Room Furniture,Female,1499,10,1349.1
P470504,Product_5062,Brand_48,Clothing,Women's Clothing,Boy Kid,699,20,559.2
P390620,Product_8418,Brand_41,Furniture,Living Room Furniture,Female,999,40,599.4
P388061,Product_8116,Brand_11,Footwear,Women's Footwear,Unisex,2499,50,1249.5
P640391,Product_6562,Brand_43,Footwear,Men's Footwear,Unisex,699,5,664.05
P782550,Product_3105,Brand_22,Furniture,Living Room Furniture,Boy Kid,1499,25,1124.25
P173132,Product_4789,Brand_34,Clothing,Kids' Clothing,Male,499,30,349.3
P355368,Product_1427,Brand_14,Clothing,Women's Clothing,Girl Kid,499,15,424.15
P711564,Product_6096,Brand_13,Clothing,Women's Clothing,Male,2499,30,1749.3
P229276,Product_7528,Brand_43,Furniture,Living Room Furniture,Unisex,1999,20,1599.2
P895405,Product_7424,Brand_20,Clothing,Kids' Clothing,Boy Kid,699,5,664.05
P440276,Product_5859,Brand_41,Furniture,Living Room Furniture,Male,999,50,499.5
P449226,Product_8998,Brand_49,Footwear,Women's Footwear,Unisex,2499,25,1874.25
P988374,Product_5827,Brand_12,Clothing,Kids' Clothing,Boy Kid,499,50,249.5
P767713,Product_5402,Brand_31,Clothing,Men's Clothing,Girl Kid,999,50,499.5
P185786,Product_8716,Brand_47,Furniture,Living Room Furniture,Unisex,699,20,559.2
P912698,Product_1514,Brand_33,Footwear,Women's Footwear,Unisex,499,40,299.4
P475898,Product_3345,Brand_45,Footwear,Women's Footwear,Girl Kid,2499,20,1999.2
P477236,Product_1854,Brand_15,Clothing,Kids' Clothing,Boy Kid,499,50,249.5
P813046,Product_6530,Brand_25,Clothing,Women's Clothing,Girl Kid,2499,15,2124.15
P498593,Product_2007,Brand_15,Footwear,Women's Footwear,Female,1499,20,1199.2
P205167,Product_8602,Brand_41,Pet Supplies,Grooming & Care,Boy Kid,499,25,374.25
P346696,Product_5663,Brand_31,Furniture,Living Room Furniture,Boy Kid,1299,10,1169.1
P169083,Product_6029,Brand_47,Clothing,Women's Clothing,Female,1499,50,749.5
P804919,Product_1191,Brand_10,Clothing,Men's Clothing,Unisex,1499,50,749.5
P716888,Product_1443,Brand_35,Clothing,Men's Clothing,Male,1499,5,1424.05
P681497,Product_9106,Brand_21,Clothing,Kids' Clothing,Girl Kid,499,30,349.3
P122134,Product_3583,Brand_19,Pet Supplies,Grooming & Care,Female,1299,40,779.4
P425004,Product_6074,Brand_37,Clothing,Women's Clothing,Unisex,699,25,524.25
P847200,Product_6865,Brand_23,Footwear,Women's Footwear,Male,699,25,524.25
P010266,Product_9180,Brand_43,Footwear,Women's Footwear,Girl Kid,999,20,799.2
P436342,Product_3361,Brand_14,Clothing,Women's Clothing,Female,1299,20,1039.2
P370357,Product_5801,Brand_22,Clothing,Women's Clothing,Male,699,15,594.15
P711944,Product_5839,Brand_19,Pet Supplies,Grooming & Care,Unisex,499,25,374.25
P706669,Product_3393,Brand_36,Pet Supplies,Grooming & Care,Male,2499,10,2249.1
P432560,Product_3786,Brand_37,Clothing,Men's Clothing,Unisex,699,5,664.05
P586863,Product_3587,Brand_27,Furniture,Living Room Furniture,Unisex,1499,15,1274.15
P823718,Product_9203,Brand_9,Clothing,Kids' Clothing,Male,999,20,799.2
P284394,Product_1966,Brand_29,Footwear,Women's Footwear,Unisex,2499,5,2374.05
P757311,Product_1322,Brand_28,Footwear,Men's Footwear,Unisex,699,15,594.15
P164684,Product_7912,Brand_20,Footwear,Men's Footwear,Unisex,1999,30,1399.3
P743111,Product_6078,Brand_18,Pet Supplies,Grooming & Care,Girl Kid,1299,15,1104.15
P793300,Product_2028,Brand_10,Clothing,Kids' Clothing,Girl Kid,1999,30,1399.3
P069935,Product_5440,Brand_27,Clothing,Kids' Clothing,Girl Kid,1999,10,1799.1
P338066,Product_2928,Brand_37,Pet Supplies,Grooming & Care,Girl Kid,1999,20,1599.2
P497048,Product_6321,Brand_2,Furniture,Living Room Furniture,Boy Kid,999,20,799.2
P262159,Product_8026,Brand_8,Pet Supplies,Grooming & Care,Boy Kid,1499,20,1199.2
P148576,Product_9436,Brand_10,Pet Supplies,Grooming & Care,Unisex,2499,20,1999.2
P431577,Product_6508,Brand_40,Clothing,Kids' Clothing,Female,1499,15,1274.15
P939685,Product_1562,Brand_47,Clothing,Women's Clothing,Unisex,1499,50,749.5
P947962,Product_6944,Brand_47,Furniture,Living Room Furniture,Unisex,1999,15,1699.15
P193865,Product_5305,Brand_19,Pet Supplies,Grooming & Care,Unisex,1999,25,1499.25
P736191,Product_6261,Brand_50,Clothing,Kids' Clothing,Unisex,2499,40,1499.4
P563416,Product_1279,Brand_41,Clothing,Men's Clothing,Girl Kid,499,30,349.3
P360194,Product_6088,Brand_44,Footwear,Women's Footwear,Female,999,25,749.25
P543593,Product_4248,Brand_18,Clothing,Men's Clothing,Unisex,1299,40,779.4
P903262,Product_6624,Brand_29,Clothing,Kids' Clothing,Girl Kid,1499,15,1274.15
P669199,Product_6796,Brand_47,Footwear,Women's Footwear,Girl Kid,1999,10,1799.1
P152880,Product_4431,Brand_49,Clothing,Men's Clothing,Boy Kid,1999,5,1899.05
P635030,Product_3015,Brand_44,Footwear,Men's Footwear,Female,1299,20,1039.2
P016791,Product_3793,Brand_19,Footwear,Women's Footwear,Girl Kid,999,25,749.25
P218100,Product_8681,Brand_30,Footwear,Men's Footwear,Boy Kid,499,50,249.5
P543275,Product_9402,Brand_44,Clothing,Kids' Clothing,Female,699,5,664.05
P738025,Product_8525,Brand_39,Clothing,Women's Clothing,Male,1499,40,899.4
P140096,Product_1680,Brand_34,Clothing,Men's Clothing,Female,1999,20,1599.2
P006015,Product_6392,Brand_30,Footwear,Women's Footwear,Male,999,20,799.2
P516511,Product_9084,Brand_9,Footwear,Men's Footwear,Boy Kid,2499,40,1499.4
P465567,Product_6110,Brand_39,Clothing,Women's Clothing,Girl Kid,699,10,629.1
P076242,Product_3606,Brand_32,Footwear,Men's Footwear,Boy Kid,2499,15,2124.15
P884248,Product_9384,Brand_41,Footwear,Men's Footwear,Male,2499,50,1249.5
P818383,Product_7118,Brand_12,Clothing,Kids' Clothing,Unisex,499,25,374.25
P693261,Product_2746,Brand_11,Pet Supplies,Grooming & Care,Unisex,699,20,559.2
