customer_id,customer_gender,age_group,prime_member,customer_city,customer_state,repeat_customer
59518214,Male,18-21,Yes,Chennai,KA,No
55148671,Female,36-51,Yes,Pune,TN,Yes
32185971,Others,65+,Yes,Mumbai,MH,No
96693913,Male,18-21,No,Delhi,GJ,No
20830786,Male,36-51,No,Delhi,TS,No
21665388,Others,36-51,Yes,Pune,RJ,Yes
42717818,Female,52-65,Yes,Ahmedabad,GJ,No
56846989,Others,22-35,No,Hyderabad,TS,No
61027354,Male,22-35,Yes,Bangalore,MH,No
78371749,Female,65+,Yes,Ahmedabad,KA,Yes
88648275,Male,52-65,No,Pune,KA,Yes
20319924,Others,52-65,No,Pune,DL,Yes
85280369,Female,18-21,No,Jaipur,TS,Yes
24055970,Male,65+,No,Ahmedabad,MH,Yes
92944077,Male,65+,No,Ahmedabad,GJ,Yes
19454049,Male,18-21,No,Hyderabad,TS,Yes
84591941,Female,36-51,Yes,Bangalore,KA,No
71060051,Female,18-21,No,Jaipur,TN,Yes
24557802,Female,18-21,Yes,Jaipur,MH,No
52547500,Female,36-51,No,Jaipur,TS,No
72026043,Male,52-65,No,Hyderabad,DL,Yes
22408880,Male,22-35,Yes,Ahmedabad,RJ,Yes
71048797,Male,52-65,Yes,Ahmedabad,GJ,Yes
71068095,Others,65+,No,Delhi,DL,No
62410561,Others,22-35,No,Ahmedabad,TS,Yes
54225594,Others,52-65,Yes,Jaipur,RJ,Yes
23532825,Female,22-35,No,Hyderabad,MH,Yes
77310680,Others,36-51,No,Chennai,MH,Yes
12934929,Others,52-65,Yes,Bangalore,MH,Yes
17442532,Male,36-51,No,Delhi,MH,No
90594095,Others,18-21,Yes,Delhi,MH,Yes
17699767,Others,36-51,No,Ahmedabad,GJ,No
30320685,Female,52-65,No,Delhi,DL,Yes
20612724,Male,22-35,No,Jaipur,TN,Yes
68455869,Male,52-65,No,Bangalore,MH,No
84056622,Others,22-35,Yes,Bangalore,GJ,No
59183993,Others,22-35,No,Chennai,KA,No
19049892,Male,36-51,Yes,Hyderabad,KA,Yes
93453544,Male,65+,Yes,Ahmedabad,DL,Yes
49873575,Female,22-35,No,Delhi,GJ,Yes
75943890,Female,36-51,Yes,Bangalore,MH,No
79119562,Male,18-21,Yes,Bangalore,MH,Yes
58447967,Female,52-65,No,Mumbai,MH,Yes
96790947,Female,18-21,No,Bangalore,TS,No
85052671,Female,52-65,No,Chennai,MH,Yes
40413551,Others,18-21,Yes,Ahmedabad,RJ,Yes
14134886,Others,22-35,Yes,Pune,MH,Yes
95166534,Others,18-21,No,Delhi,MH,No
15585934,Others,18-21,No,Ahmedabad,KA,Yes
77658228,Female,22-35,No,Ahmedabad,TS,Yes
33017832,Female,36-51,Yes,Hyderabad,RJ,Yes
26458921,Male,52-65,Yes,Ahmedabad,KA,Yes
74186006,Female,18-21,No,Ahmedabad,DL,Yes
11986252,Others,18-21,No,Ahmedabad,TS,No
70151485,Female,65+,No,Bangalore,DL,Yes
93886513,Female,65+,Yes,Hyderabad,RJ,Yes
19739213,Others,22-35,No,Mumbai,MH,Yes
64802313,Male,22-35,No,Chennai,GJ,No
18625296,Male,22-35,Yes,Chennai,GJ,No
20996999,Female,18-21,Yes,Bangalore,TN,No
49773235,Female,52-65,Yes,Chennai,KA,No
25299488,Others,36-51,Yes,Mumbai,KA,No
29680895,Female,36-51,No,Jaipur,TN,No
26901578,Others,36-51,Yes,Jaipur,TN,No
37989705,Male,18-21,Yes,Ahmedabad,TS,Yes
47738311,Male,22-35,Yes,Ahmedabad,TS,No
46839932,Female,52-65,No,Chennai,GJ,Yes
35463376,Female,22-35,Yes,Jaipur,MH,No
81815804,Others,65+,No,Pune,KA,No
96787230,Female,65+,No,Jaipur,TS,No
26388657,Female,36-51,No,Mumbai,MH,No
12129009,Others,52-65,No,Mumbai,TN,Yes
71820227,Female,36-51,No,Chennai,TN,No
42896818,Others,22-35,Yes,Bangalore,KA,No
76164495,Male,18-21,Yes,Delhi,KA,Yes
95146909,Others,22-35,Yes,Jaipur,DL,Yes
47416356,Others,18-21,No,Ahmedabad,DL,No
42945888,Male,65+,No,Mumbai,TN,No
70589564,Male,36-51,Yes,Chennai,TS,No
64404330,Male,18-21,No,Pune,GJ,Yes
17647305,Female,18-21,No,Bangalore,MH,Yes
82419360,Male,52-65,Yes,Bangalore,KA,Yes
77094409,Female,52-65,No,Bangalore,RJ,No
37666123,Female,18-21,No,Hyderabad,GJ,Yes
19888938,Others,65+,Yes,Mumbai,DL,Yes
61283951,Others,65+,No,Pune,MH,No
40656825,Male,52-65,Yes,Ahmedabad,DL,Yes
13226518,Others,36-51,Yes,Mumbai,DL,Yes
15847923,Others,52-65,No,Jaipur,TS,Yes
25849819,Female,18-21,No,Bangalore,GJ,No
61488045,Others,18-21,Yes,Jaipur,MH,No
47461039,Others,65+,Yes,Mumbai,TN,No
10475613,Others,22-35,No,Hyderabad,DL,No
13464198,Female,36-51,No,Delhi,RJ,Yes
96156550,Female,22-35,No,Pune,RJ,Yes
35278947,Male,22-35,No,Pune,DL,Yes
67018619,Male,22-35,Yes,Mumbai,MH,Yes
55360448,Male,18-21,Yes,Delhi,TS,Yes
64652675,Male,18-21,Yes,Delhi,TN,Yes
12658374,Male,52-65,Yes,Delhi,MH,No
74963684,Others,36-51,Yes,Jaipur,TS,Yes
25974702,Male,65+,Yes,Chennai,RJ,Yes
58400469,Female,22-35,Yes,Delhi,TN,No
76021606,Female,36-51,No,Ahmedabad,TS,No
53318120,Others,65+,Yes,Chennai,TS,Yes
57240697,Male,18-21,No,Hyderabad,MH,Yes
10084844,Female,52-65,No,Delhi,DL,Yes
38208295,Others,22-35,Yes,Hyderabad,DL,Yes
34232433,Male,65+,No,Bangalore,RJ,Yes
55094504,Others,18-21,Yes,Bangalore,MH,No
33827731,Male,18-21,No,Pune,KA,No
89935740,Female,36-51,No,Hyderabad,TN,Yes
15144482,Male,36-51,No,Hyderabad,MH,No
98590618,Male,65+,Yes,Jaipur,DL,No
47428445,Others,18-21,Yes,Ahmedabad,DL,No
18082869,Male,18-21,Yes,Hyderabad,TS,No
87081095,Others,36-51,Yes,Delhi,MH,Yes
57502875,Female,36-51,No,Ahmedabad,TN,Yes
55577428,Others,36-51,Yes,Hyderabad,DL,Yes
90825099,Male,18-21,Yes,Jaipur,MH,No
50271808,Female,52-65,Yes,Pune,MH,No
74849907,Others,52-65,No,Mumbai,RJ,No
48770338,Others,22-35,Yes,Mumbai,KA,No
38606421,Female,18-21,No,Pune,TN,Yes
12651768,Female,36-51,Yes,Pune,DL,Yes
21192228,Others,36-51,No,Bangalore,DL,Yes
86601315,Female,22-35,Yes,Bangalore,TS,No
99717833,Male,18-21,No,Ahmedabad,RJ,Yes
83861025,Others,36-51,No,Mumbai,RJ,No
14915706,Others,18-21,Yes,Ahmedabad,TS,No
26234719,Others,36-51,No,Pune,KA,Yes
41728287,Male,22-35,No,Bangalore,RJ,No
42226265,Female,52-65,Yes,Jaipur,MH,Yes
63633900,Female,18-21,No,Hyderabad,MH,Yes
89338445,Others,18-21,Yes,Chennai,RJ,Yes
11108348,Female,36-51,Yes,Hyderabad,MH,No
98480247,Female,22-35,No,Ahmedabad,GJ,Yes
78300010,Others,22-35,No,Hyderabad,DL,No
41164063,Female,65+,Yes,Mumbai,MH,No
94494270,Others,22-35,No,Jaipur,KA,No
11965427,Others,18-21,Yes,Hyderabad,MH,No
37617059,Female,52-65,Yes,Chennai,MH,Yes
97615518,Female,18-21,No,Chennai,TS,Yes
26526506,Female,52-65,Yes,Delhi,RJ,No
93581662,Others,36-51,No,Delhi,KA,Yes
87826815,Male,18-21,Yes,Chennai,TS,Yes
98021431,Female,65+,No,Hyderabad,MH,No
65295615,Female,22-35,Yes,Bangalore,TN,No
12272344,Female,36-51,Yes,Mumbai,RJ,Yes
28732711,Female,65+,Yes,Ahmedabad,GJ,Yes
31191924,Others,52-65,No,Bangalore,KA,No
39763653,Others,18-21,Yes,Hyderabad,KA,Yes
23619172,Others,22-35,Yes,Ahmedabad,TN,No
94737646,Others,36-51,Yes,Pune,DL,Yes
17468512,Others,18-21,No,Mumbai,RJ,Yes
25652726,Others,36-51,No,Jaipur,MH,No
78023161,Male,52-65,Yes,Hyderabad,TN,Yes
79328211,Female,22-35,Yes,Mumbai,RJ,Yes
70624382,Male,18-21,No,Jaipur,MH,No
96397356,Female,52-65,No,Jaipur,DL,No
29092057,Others,36-51,No,Jaipur,DL,Yes
29256857,Male,36-51,Yes,Ahmedabad,RJ,Yes
74332246,Others,65+,Yes,Mumbai,RJ,Yes
62232077,Others,22-35,Yes,Pune,TS,Yes
18057207,Male,65+,Yes,Jaipur,DL,No
85784831,Female,36-51,Yes,Ahmedabad,MH,No
16473967,Female,52-65,Yes,Pune,TS,Yes
47373176,Female,65+,Yes,Hyderabad,GJ,Yes
32597485,Others,65+,No,Chennai,TN,No
53776382,Female,22-35,No,Delhi,MH,Yes
56164522,Male,52-65,No,Mumbai,TS,Yes
61307780,Male,65+,Yes,Delhi,TS,No
93524929,Female,22-35,No,Pune,MH,No
84278015,Female,36-51,No,Chennai,RJ,Yes
89466633,Others,65+,Yes,Jaipur,KA,Yes
72175081,Male,52-65,No,Bangalore,KA,Yes
68402087,Male,36-51,No,Pune,RJ,Yes
92722317,Female,18-21,No,Chennai,TS,Yes
92043667,Male,22-35,Yes,Chennai,GJ,Yes
74814878,Others,18-21,Yes,Ahmedabad,MH,No
25811463,Female,65+,No,Hyderabad,GJ,Yes
62318697,Male,18-21,No,Hyderabad,MH,No
88052802,Others,22-35,Yes,Chennai,MH,No
17420888,Female,65+,Yes,Ahmedabad,TN,Yes
61649358,Others,36-51,No,Mumbai,TS,No
65172373,Female,18-21,Yes,Mumbai,MH,No
28258396,Others,52-65,Yes,Mumbai,GJ,No
68628568,Others,22-35,No,Pune,DL,No
80636858,Male,52-65,No,Bangalore,TN,Yes
99416773,Female,22-35,No,Pune,MH,No
35859993,Others,52-65,No,Pune,GJ,Yes
95857128,Female,18-21,No,Jaipur,TN,Yes
49901113,Others,18-21,Yes,Chennai,KA,Yes
81406240,Female,22-35,Yes,Mumbai,MH,Yes
59123886,Male,36-51,No,Pune,KA,No
33256615,Female,22-35,No,Bangalore,RJ,Yes
48520381,Female,18-21,No,Pune,GJ,No
83054805,Others,36-51,No,Ahmedabad,MH,No
44123439,Male,52-65,No,Delhi,TS,Yes
63683616,Male,65+,No,Jaipur,MH,No
86374587,Female,65+,No,Ahmedabad,DL,No
90539188,Others,22-35,Yes,Bangalore,KA,Yes
82911860,Male,52-65,No,Mumbai,RJ,Yes
11267549,Others,52-65,Yes,Chennai,TS,Yes
68163622,Female,22-35,Yes,Jaipur,RJ,No
80935210,Female,52-65,No,Pune,DL,Yes
50757174,Female,18-21,No,Hyderabad,KA,No
96816390,Others,22-35,No,Hyderabad,DL,No
36991145,Male,18-21,Yes,Chennai,GJ,Yes
90681684,Male,65+,No,Jaipur,DL,Yes
24817756,Others,36-51,Yes,Ahmedabad,GJ,Yes
75001414,Others,65+,No,Pune,MH,Yes
20241561,Male,22-35,No,Jaipur,TS,Yes
97870694,Others,65+,No,Ahmedabad,MH,Yes
61192045,Others,18-21,No,Hyderabad,GJ,Yes
20052957,Male,65+,Yes,Hyderabad,MH,No
35862593,Others,65+,No,Bangalore,DL,Yes
75602854,Others,22-35,Yes,Chennai,MH,Yes
45605010,Others,36-51,No,Chennai,KA,No
29908417,Others,65+,No,Jaipur,TN,Yes
64267769,Others,18-21,No,Mumbai,GJ,No
27294645,Male,22-35,No,Mumbai,GJ,No
28463208,Male,36-51,Yes,Bangalore,GJ,No
77014016,Female,36-51,Yes,Chennai,TS,Yes
63931105,Female,36-51,No,Pune,GJ,Yes
53805270,Female,65+,Yes,Ahmedabad,TN,No
60056471,Male,18-21,Yes,Jaipur,GJ,Yes
81902226,Others,36-51,Yes,Delhi,TS,Yes
17769364,Female,18-21,No,Ahmedabad,RJ,Yes
84383152,Female,22-35,No,Ahmedabad,TS,No
15253835,Others,18-21,No,Ahmedabad,TN,Yes
50086193,Female,52-65,No,Pune,MH,No
40154713,Female,36-51,Yes,Bangalore,RJ,Yes
75060584,Others,22-35,No,Hyderabad,MH,No
81155173,Male,22-35,Yes,Jaipur,TN,No
61840862,Male,65+,Yes,Hyderabad,KA,Yes
75897792,Male,36-51,Yes,Hyderabad,MH,No
26988211,Others,52-65,Yes,Mumbai,KA,No
30553513,Female,36-51,No,Hyderabad,DL,No
72731296,Male,18-21,Yes,Jaipur,TN,No
72587641,Others,65+,No,Hyderabad,TN,Yes
28628002,Others,52-65,No,Ahmedabad,MH,No
49456480,Others,65+,No,Mumbai,MH,Yes
27665772,Female,52-65,Yes,Delhi,TN,No
19496274,Others,36-51,Yes,Mumbai,RJ,No
94405415,Female,22-35,Yes,Bangalore,MH,No
74749165,Others,65+,Yes,Jaipur,MH,Yes
38086256,Male,36-51,Yes,Pune,DL,Yes
63334188,Female,18-21,Yes,Jaipur,GJ,Yes
97972045,Others,22-35,Yes,Hyderabad,MH,Yes
59391757,Others,65+,Yes,Pune,KA,Yes
51405755,Male,52-65,No,Mumbai,GJ,No
26182230,Male,52-65,Yes,Hyderabad,DL,Yes
30713494,Male,22-35,No,Hyderabad,DL,No
93334409,Female,52-65,No,Jaipur,TN,Yes
37443363,Male,52-65,Yes,Pune,MH,Yes
88814958,Male,18-21,No,Jaipur,RJ,Yes
75758636,Male,52-65,Yes,Hyderabad,GJ,Yes
74470152,Male,52-65,No,Pune,MH,No
48490951,Female,36-51,No,Jaipur,TN,Yes
39099338,Female,22-35,Yes,Delhi,GJ,No
62765903,Others,22-35,No,Mumbai,MH,No
32670232,Others,65+,No,Pune,MH,No
59698729,Female,36-51,No,Bangalore,TS,Yes
54722997,Male,65+,Yes,Delhi,GJ,Yes
89310207,Others,18-21,No,Bangalore,KA,Yes
58415143,Others,22-35,Yes,Chennai,KA,No
64651812,Female,65+,Yes,Bangalore,KA,No
24229127,Female,22-35,No,Ahmedabad,DL,No
72849240,Female,22-35,No,Hyderabad,MH,No
67772779,Male,36-51,Yes,Ahmedabad,KA,Yes
93928130,Female,65+,No,Hyderabad,MH,No
72836845,Male,65+,No,Ahmedabad,TN,Yes
61126745,Others,22-35,No,Mumbai,TN,Yes
56408311,Others,65+,Yes,Delhi,MH,No
97953329,Others,52-65,No,Delhi,KA,Yes
87694946,Male,22-35,No,Bangalore,MH,Yes
49023539,Male,52-65,No,Ahmedabad,MH,Yes
86749408,Male,22-35,Yes,Delhi,KA,Yes
86541588,Male,18-21,Yes,Chennai,DL,No
38455815,Male,22-35,Yes,Ahmedabad,DL,Yes
56722220,Female,52-65,Yes,Jaipur,KA,Yes
11945162,Others,36-51,Yes,Delhi,RJ,Yes
19810181,Female,52-65,Yes,Ahmedabad,KA,Yes
28981283,Others,18-21,Yes,Hyderabad,DL,No
25507660,Others,36-51,Yes,Ahmedabad,KA,No
76086153,Male,52-65,No,Hyderabad,DL,No
73764200,Female,36-51,Yes,Pune,MH,Yes
33222693,Others,65+,Yes,Pune,MH,No
49514754,Others,18-21,Yes,Pune,DL,Yes
30073852,Others,36-51,Yes,Mumbai,MH,No
56403833,Female,36-51,Yes,Hyderabad,MH,No
71543403,Others,36-51,Yes,Delhi,RJ,Yes
76431389,Female,36-51,Yes,Bangalore,TS,No
38936069,Others,52-65,Yes,Delhi,TN,No
51070114,Male,52-65,Yes,Hyderabad,MH,No
98827446,Female,36-51,Yes,Bangalore,TS,Yes
67895692,Female,65+,Yes,Ahmedabad,MH,Yes
87951286,Others,22-35,Yes,Delhi,DL,Yes
95566892,Male,52-65,No,Ahmedabad,RJ,Yes
88699329,Female,65+,No,Hyderabad,DL,Yes
43824249,Others,18-21,No,Jaipur,GJ,Yes
15189215,Others,36-51,Yes,Mumbai,KA,Yes
29363304,Male,18-21,Yes,Delhi,GJ,No
51025817,Female,52-65,No,Delhi,TS,No
70749505,Male,22-35,No,Ahmedabad,TS,Yes
56855129,Female,36-51,Yes,Chennai,MH,Yes
51589047,Female,36-51,Yes,Hyderabad,TS,No
36454802,Others,65+,Yes,Hyderabad,TS,Yes
15835496,Others,18-21,No,Ahmedabad,MH,Yes
11690690,Female,18-21,Yes,Pune,RJ,No
72905136,Others,65+,Yes,Jaipur,TN,Yes
83525203,Male,18-21,No,Delhi,DL,No
50310504,Others,22-35,No,Ahmedabad,RJ,Yes
58429958,Female,18-21,Yes,Ahmedabad,TS,No
29607514,Male,22-35,Yes,Delhi,RJ,Yes
31992525,Others,52-65,No,Ahmedabad,DL,Yes
66072301,Female,18-21,Yes,Bangalore,MH,Yes
23474674,Others,65+,Yes,Delhi,DL,Yes
50914069,Others,65+,Yes,Pune,MH,No
96368010,Female,36-51,No,Pune,MH,No
67470893,Male,36-51,No,Hyderabad,KA,Yes
40444507,Others,36-51,No,Pune,RJ,Yes
29506294,Male,22-35,No,Mumbai,GJ,Yes
28707464,Others,36-51,No,Bangalore,GJ,Yes
32610013,Female,18-21,Yes,Pune,DL,Yes
73028554,Female,65+,Yes,Chennai,MH,No
68007247,Male,65+,No,Mumbai,TS,No
69838992,Female,52-65,No,Jaipur,TS,Yes
53851655,Female,36-51,Yes,Chennai,TN,No
31942818,Male,52-65,Yes,Ahmedabad,TS,No
14345312,Female,65+,Yes,Mumbai,MH,No
28672148,Others,36-51,No,Pune,GJ,No
16366991,Male,18-21,Yes,Pune,TN,No
42227917,Female,52-65,Yes,Ahmedabad,KA,Yes
24903079,Others,36-51,Yes,Hyderabad,TN,Yes
64962030,Male,22-35,Yes,Jaipur,DL,Yes
32001866,Male,52-65,Yes,Ahmedabad,RJ,Yes
72519164,Female,18-21,Yes,Bangalore,TS,No
66962008,Others,36-51,Yes,Ahmedabad,MH,Yes
97220344,Female,65+,Yes,Delhi,RJ,No
39995029,Male,22-35,Yes,Mumbai,RJ,Yes
63685342,Female,65+,Yes,Pune,KA,No
94441367,Female,52-65,Yes,Delhi,DL,No
51969048,Female,36-51,Yes,Chennai,TN,Yes
36554316,Female,22-35,No,Delhi,MH,Yes
79551037,Female,36-51,Yes,Bangalore,KA,No
50869668,Others,52-65,Yes,Delhi,MH,Yes
69582066,Male,18-21,No,Chennai,DL,Yes
28000100,Female,52-65,No,Ahmedabad,TN,Yes
34361086,Male,65+,Yes,Delhi,MH,Yes
87252686,Male,22-35,No,Hyderabad,DL,Yes
47645812,Others,22-35,No,Bangalore,KA,Yes
32718239,Male,65+,Yes,Mumbai,TN,Yes
18205513,Others,65+,No,Hyderabad,KA,Yes
90303468,Male,65+,No,Delhi,RJ,No
63081810,Others,22-35,Yes,Bangalore,KA,Yes
11472692,Others,65+,Yes,Bangalore,KA,No
62296242,Others,22-35,Yes,Ahmedabad,TN,No
89744743,Male,18-21,No,Jaipur,TS,No
96955485,Others,22-35,No,Chennai,TN,No
47984329,Others,65+,No,Mumbai,GJ,No
12963399,Female,65+,No,Delhi,GJ,No
22648891,Female,22-35,No,Pune,DL,No
88880734,Female,36-51,No,Mumbai,MH,Yes
42123840,Others,22-35,No,Delhi,RJ,Yes
18289707,Female,22-35,No,Jaipur,KA,Yes
84811553,Female,52-65,Yes,Chennai,TS,Yes
65163837,Female,22-35,No,Jaipur,TS,No
16364630,Male,22-35,No,Pune,GJ,No
83134420,Male,65+,Yes,Hyderabad,RJ,No
63463363,Others,65+,No,Chennai,MH,Yes
17849626,Female,18-21,Yes,Bangalore,MH,No
62786041,Female,18-21,No,Chennai,RJ,Yes
48503357,Female,65+,No,Jaipur,TS,Yes
71071195,Others,36-51,No,Hyderabad,KA,Yes
79030311,Male,36-51,No,Delhi,TN,No
30622588,Male,36-51,No,Jaipur,MH,No
36743437,Female,22-35,No,Jaipur,MH,Yes
84208214,Others,22-35,No,Chennai,TN,Yes
98092719,Female,18-21,Yes,Hyderabad,TS,No
61970498,Female,52-65,Yes,Ahmedabad,TN,Yes
91780308,Female,65+,Yes,Ahmedabad,GJ,Yes
78645838,Male,36-51,Yes,Ahmedabad,TN,No
24111661,Male,36-51,No,Jaipur,MH,Yes
86147713,Male,22-35,Yes,Ahmedabad,KA,No
11982356,Female,52-65,No,Pune,TN,Yes
67104015,Others,65+,Yes,Pune,GJ,Yes
25473392,Female,65+,No,Jaipur,GJ,Yes
62163372,Female,22-35,Yes,Chennai,KA,Yes
49981733,Others,52-65,No,Hyderabad,DL,No
92890855,Female,22-35,Yes,Chennai,TN,No
10308149,Female,52-65,Yes,Bangalore,TS,Yes
68463832,Male,65+,Yes,Delhi,KA,Yes
19152255,Female,18-21,Yes,Jaipur,TS,Yes
18260631,Others,22-35,Yes,Hyderabad,MH,No
96421665,Male,22-35,No,Delhi,KA,No
97901104,Female,65+,No,Jaipur,MH,Yes
53110346,Female,65+,No,Hyderabad,TS,Yes
88436804,Male,36-51,Yes,Ahmedabad,MH,Yes
66623857,Male,36-51,Yes,Ahmedabad,DL,Yes
13370621,Others,18-21,Yes,Mumbai,TS,Yes
27814049,Others,52-65,No,Chennai,TS,Yes
84541924,Others,22-35,Yes,Pune,TN,Yes
46097578,Others,36-51,No,Hyderabad,GJ,No
34590371,Male,18-21,Yes,Hyderabad,GJ,No
69166608,Male,65+,No,Pune,KA,No
23083843,Female,52-65,No,Delhi,MH,No
40567407,Male,22-35,No,Chennai,TS,No
24728191,Female,36-51,No,Chennai,TS,Yes
70328247,Male,36-51,Yes,Delhi,MH,No
94207912,Others,65+,Yes,Hyderabad,KA,Yes
78785978,Female,52-65,Yes,Bangalore,MH,No
86720200,Female,18-21,Yes,Bangalore,MH,Yes
40878002,Female,52-65,No,Ahmedabad,TS,Yes
42791592,Male,22-35,Yes,Pune,GJ,Yes
17304204,Others,36-51,Yes,Jaipur,GJ,Yes
18556205,Others,22-35,No,Ahmedabad,GJ,No
94061326,Others,52-65,Yes,Pune,DL,Yes
26082498,Male,52-65,No,Jaipur,MH,Yes
94907185,Others,18-21,Yes,Delhi,KA,Yes
49265585,Others,65+,Yes,Jaipur,RJ,No
29543650,Female,36-51,Yes,Pune,TS,No
35062999,Male,18-21,No,Bangalore,KA,Yes
66281493,Others,65+,No,Mumbai,DL,No
59084906,Female,36-51,No,Chennai,GJ,Yes
20529708,Others,18-21,Yes,Pune,KA,Yes
89231748,Male,18-21,Yes,Jaipur,MH,No
79617968,Others,65+,Yes,Bangalore,TN,No
45721989,Others,18-21,Yes,Delhi,MH,Yes
73564006,Female,65+,Yes,Hyderabad,TN,Yes
37087430,Female,22-35,Yes,Hyderabad,MH,Yes
30848747,Others,36-51,No,Ahmedabad,MH,Yes
25823719,Female,18-21,Yes,Pune,MH,Yes
55723574,Female,52-65,No,Hyderabad,MH,No
40185990,Male,22-35,Yes,Pune,RJ,No
39334980,Female,36-51,No,Mumbai,DL,No
27826194,Others,18-21,Yes,Hyderabad,GJ,No
74318758,Male,22-35,No,Pune,MH,Yes
11044931,Male,36-51,No,Bangalore,KA,No
27588138,Female,22-35,No,Chennai,RJ,No
74773230,Others,65+,Yes,Jaipur,MH,Yes
86199088,Others,65+,Yes,Jaipur,MH,Yes
84704427,Male,22-35,No,Chennai,TN,Yes
46276051,Others,52-65,Yes,Chennai,TN,No
92796261,Female,36-51,Yes,Ahmedabad,MH,Yes
73854180,Others,65+,Yes,Delhi,TN,Yes
70179129,Others,18-21,Yes,Delhi,RJ,No
59534044,Others,52-65,Yes,Jaipur,KA,No
80025083,Male,18-21,Yes,Chennai,DL,Yes
75127944,Male,36-51,No,Ahmedabad,KA,No
94843926,Female,65+,Yes,Ahmedabad,TN,Yes
35072361,Male,22-35,Yes,Chennai,TS,Yes
60250569,Male,65+,Yes,Bangalore,RJ,Yes
67866916,Male,36-51,No,Delhi,MH,Yes
39598757,Female,52-65,No,Bangalore,MH,Yes
45157215,Male,22-35,No,Chennai,GJ,Yes
96018456,Others,65+,No,Delhi,MH,No
42460472,Male,22-35,No,Bangalore,RJ,Yes
28392931,Others,22-35,No,Chennai,GJ,Yes
13346578,Others,22-35,Yes,Mumbai,MH,No
62626674,Others,52-65,Yes,Delhi,DL,Yes
76339221,Female,36-51,No,Delhi,KA,Yes
63288561,Male,18-21,Yes,Delhi,KA,No
72244611,Female,65+,Yes,Bangalore,GJ,No
70735512,Female,36-51,No,Ahmedabad,KA,Yes
65264651,Male,18-21,Yes,Bangalore,MH,Yes
59712865,Male,22-35,No,Chennai,KA,No
34697806,Others,22-35,No,Jaipur,MH,Yes
84095016,Others,52-65,No,Ahmedabad,RJ,Yes
46720590,Male,22-35,No,Chennai,DL,Yes
65501373,Female,22-35,Yes,Delhi,MH,No
31339027,Male,22-35,No,Delhi,MH,No
82095846,Male,65+,No,Jaipur,RJ,No
36767451,Male,22-35,No,Ahmedabad,MH,No
98553648,Others,52-65,Yes,Jaipur,MH,No
80008778,Male,65+,Yes,Jaipur,RJ,No
59270776,Male,65+,Yes,Delhi,MH,No
86739432,Male,52-65,Yes,Delhi,MH,Yes
69201583,Female,65+,Yes,Mumbai,TS,Yes
80336074,Female,18-21,No,Bangalore,TS,No
77940362,Male,18-21,No,Mumbai,TN,Yes
78966072,Others,18-21,Yes,Delhi,MH,Yes
36459697,Others,36-51,No,Chennai,MH,Yes
98111318,Female,65+,No,Chennai,TN,No
99124932,Female,36-51,No,Delhi,TS,No
59312831,Female,22-35,No,Hyderabad,TN,Yes
51478677,Male,65+,Yes,Delhi,RJ,No
50573194,Female,65+,No,Jaipur,TN,No
45440459,Male,52-65,No,Bangalore,KA,No
93561301,Male,52-65,Yes,Hyderabad,GJ,No
47822395,Female,22-35,No,Mumbai,RJ,No
14587547,Others,36-51,No,Mumbai,KA,Yes
29386332,Female,52-65,No,Hyderabad,KA,Yes
34273081,Others,36-51,Yes,Jaipur,TN,Yes
48516802,Others,52-65,Yes,Chennai,DL,No
50593744,Female,18-21,Yes,Chennai,TS,No
83301467,Male,18-21,No,Delhi,RJ,No
26166082,Male,22-35,No,Delhi,GJ,Yes
51621292,Others,22-35,Yes,Mumbai,MH,No
12300937,Female,52-65,Yes,Delhi,RJ,No
31613369,Female,22-35,No,Delhi,DL,No
63392881,Female,65+,Yes,Bangalore,KA,No
75088752,Female,65+,No,Mumbai,GJ,Yes
87478104,Male,52-65,No,Bangalore,DL,No
67934101,Others,52-65,Yes,Delhi,RJ,Yes
90055922,Female,22-35,No,Chennai,RJ,No
94368211,Female,36-51,Yes,Hyderabad,TN,Yes
94887243,Male,36-51,Yes,Chennai,GJ,Yes
16271336,Male,52-65,No,Pune,MH,No
89402258,Others,18-21,No,Jaipur,MH,Yes
79927437,Female,22-35,Yes,Mumbai,MH,No
14965993,Male,36-51,Yes,Bangalore,RJ,Yes
57379981,Female,22-35,No,Hyderabad,TS,No
79029565,Female,22-35,No,Chennai,TS,No
69837092,Male,18-21,Yes,Ahmedabad,DL,Yes
55382679,Male,36-51,Yes,Pune,TN,No
36513554,Others,18-21,Yes,Ahmedabad,GJ,Yes
10911835,Others,52-65,Yes,Jaipur,MH,Yes
26303705,Female,18-21,No,Chennai,MH,No
88048288,Others,52-65,Yes,Bangalore,MH,No
63166707,Others,36-51,No,Delhi,TS,Yes
42527440,Male,36-51,Yes,Bangalore,GJ,No
25021114,Male,22-35,Yes,Bangalore,TN,Yes
56452160,Others,18-21,Yes,Hyderabad,MH,Yes
52069818,Others,36-51,No,Bangalore,MH,Yes
16739697,Female,36-51,Yes,Jaipur,TS,Yes
67939190,Others,36-51,No,Pune,DL,Yes
23713233,Female,52-65,Yes,Pune,RJ,No
54698213,Female,18-21,Yes,Pune,MH,No
95067991,Male,36-51,Yes,Pune,RJ,No
67221680,Others,65+,Yes,Mumbai,MH,Yes
45678265,Male,52-65,No,Bangalore,TS,No
68671133,Male,22-35,No,Mumbai,TS,No
